date,code,name,close,sma5,sma20,sma60,rsi,volume,volume_ratio,day_change_pct,prev_day_change_pct,high_price,low_price,atr_pct
2026-07-24,4597,ソレイジア・ファーマ,28.0,27.4,26.4,26.3,,86472900,1.09,,,,,
2026-07-24,5401,日本製鉄,616.9,601.6,565.9,559.4,,58130400,1.75,,,,,
2026-07-24,8729,ソニーフィナンシャルグループ,154.3,157.2,150.5,144.5,,51174900,0.75,,,,,
2026-07-24,8306,三菱ＵＦＪフィナンシャル・グループ,3754.0,3645.0,3467.9,3201.2,,43056500,0.95,,,,,
2026-07-24,7211,三菱自動車工業,347.0,374.5,349.1,341.9,,25614000,1.27,,,,,
2026-07-24,8136,サンリオ,1159.5,1163.7,1147.1,976.0,,16744300,0.73,,,,,
2026-07-24,8750,第一ライフグループ,1925.0,1880.8,1842.4,1706.8,,10758100,1.09,,,,,
2026-07-24,3382,セブン＆アイ・ホールディングス,2146.0,2094.4,2022.8,1934.9,,10268100,0.98,,,,,
2026-07-24,4689,ＬＩＮＥヤフー,435.3,442.3,439.9,422.4,,10250000,0.86,,,,,
2026-07-24,7267,本田技研工業,1536.0,1550.8,1524.0,1429.1,,9983700,0.73,,,,,
2026-07-24,7261,マツダ,1123.0,1149.0,1123.4,1099.8,,9904800,1.69,,,,,
2026-07-24,4755,楽天グループ,785.6,794.9,778.6,760.7,,9816400,0.78,,,,,
2026-07-24,8411,みずほフィナンシャルグループ,8652.0,8435.8,8219.4,7624.8,,9693400,1.0,,,,,
2026-07-24,8316,三井住友フィナンシャルグループ,7161.0,7014.4,6796.3,6285.1,,9570300,0.74,,,,,
2026-07-24,8604,野村ホールディングス,1600.0,1586.8,1526.1,1387.9,,9472200,0.89,,,,,
2026-07-24,8308,りそなホールディングス,2365.5,2309.6,2277.5,2144.3,,9381700,1.09,,,,,
2026-07-24,3697,ＳＨＩＦＴ,807.0,765.7,703.4,674.7,,9148300,1.03,,,,,
2026-07-24,4188,三菱ケミカルグループ,1189.0,1192.3,1170.9,1084.7,,7376200,1.35,,,,,
2026-07-24,9602,東宝,1446.5,1409.1,1350.9,1314.4,,6841800,1.35,,,,,
2026-07-24,9433,ＫＤＤＩ,2922.5,2883.6,2795.2,2708.5,,6594700,0.87,,,,,
2026-07-24,6178,日本郵政,2485.5,2429.4,2326.0,2158.8,,6080900,1.1,,,,,
2026-07-24,2502,アサヒグループホールディングス,1648.0,1628.1,1594.6,1548.2,,5891200,0.77,,,,,
2026-07-24,2181,パーソルホールディングス,259.9,262.1,256.1,245.1,,5875000,0.88,,,,,
2026-07-24,7182,ゆうちょ銀行,3442.0,3357.8,3254.9,3098.6,,5613000,0.89,,,,,
2026-07-24,2146,ＵＴグループ,181.0,180.4,178.0,177.5,,5558100,1.02,,,,,
