date,code,name,close,sma5,sma20,sma60,rsi,volume,volume_ratio,day_change_pct,prev_day_change_pct,high_price,low_price,atr_pct
2026-06-26,6723,ルネサスエレクトロニクス,4800.0,4828.4,4571.8,3677.5,,31839500,1.96,,,,,
2026-06-26,8306,三菱ＵＦＪフィナンシャル・グループ,3245.0,3256.6,3205.2,2991.7,,27483000,0.68,,,,,
2026-06-26,6981,村田製作所,10770.0,11376.0,10357.2,7072.8,,21939600,0.64,,,,,
2026-06-26,6762,ＴＤＫ,3575.0,3861.0,3841.3,3113.2,,18063900,1.14,,,,,
2026-06-26,6752,パナソニック　ホールディングス,4540.0,4445.4,4036.1,3435.8,,14190200,0.95,,,,,
2026-06-26,7269,スズキ,1963.5,1915.5,1893.8,1854.8,,12537800,1.56,,,,,
2026-06-26,8316,三井住友フィナンシャルグループ,6391.0,6438.0,6311.0,5859.0,,11097300,0.74,,,,,
2026-06-26,6857,アドバンテスト,32440.0,32628.0,28944.5,27347.3,,11040100,1.17,,,,,
2026-06-26,8604,野村ホールディングス,1423.5,1416.3,1387.5,1317.1,,10827500,1.02,,,,,
2026-06-26,4062,イビデン,24000.0,25193.0,21979.5,16248.6,,10358400,1.03,,,,,
2026-06-26,6526,ソシオネクスト,2519.5,2638.6,2590.5,2289.0,,8872200,0.79,,,,,
2026-06-26,8750,第一ライフグループ,1726.5,1761.3,1730.3,1585.9,,8833800,0.87,,,,,
2026-06-26,8411,みずほフィナンシャルグループ,7794.0,7820.8,7707.1,7117.1,,7865800,0.77,,,,,
2026-06-26,7272,ヤマハ発動機,1260.0,1238.3,1235.2,1196.0,,7794800,1.35,,,,,
2026-06-26,6613,ＱＤレーザ,2840.0,2948.8,2640.4,2033.0,,7652200,1.37,,,,,
2026-06-26,8308,りそなホールディングス,2102.0,2144.4,2131.5,2012.6,,6949600,0.68,,,,,
2026-06-26,6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,9980.0,9765.8,8864.0,7372.7,,6479300,0.94,,,,,
2026-06-26,5802,住友電気工業,11935.0,12499.0,12349.8,11196.9,,6276700,0.92,,,,,
2026-06-26,6954,ファナック,7026.0,7432.8,7416.4,7067.4,,6268300,1.01,,,,,
2026-06-26,4188,三菱ケミカルグループ,1094.5,1092.4,1083.7,1014.5,,5538600,0.84,,,,,
2026-06-26,6963,ローム,5342.0,5481.2,5236.8,4375.6,,5474600,0.99,,,,,
2026-06-26,6178,日本郵政,2161.0,2202.5,2188.8,2003.4,,5143200,0.86,,,,,
2026-06-26,6506,安川電機,6810.0,7183.0,6835.9,6115.8,,4960200,1.03,,,,,
2026-06-26,2802,味の素,5721.0,5751.0,5317.1,5059.6,,4592800,0.68,,,,,
2026-06-26,4980,デクセリアルズ,4407.0,4835.2,4435.8,3399.7,,4572400,1.79,,,,,
2026-06-26,9502,中部電力,2999.5,2944.3,2836.3,2777.3,,4536100,1.3,,,,,
2026-06-26,8035,東京エレクトロン,72920.0,73784.0,66778.5,53127.3,,4533200,0.89,,,,,
2026-06-26,8524,北洋銀行,1119.0,1076.8,1020.1,1005.0,,4339200,1.65,,,,,
2026-06-26,4680,ラウンドワン,1138.0,1093.8,999.9,925.1,,4270200,1.36,,,,,
2026-06-26,6361,荏原製作所,6248.0,6424.4,5920.6,5463.5,,4188600,1.19,,,,,
2026-06-26,6479,ミネベアミツミ,4805.0,4991.0,4720.1,3785.2,,4154600,0.96,,,,,
2026-06-26,6098,リクルートホールディングス,11040.0,11134.0,10941.5,8962.5,,4029100,0.99,,,,,
2026-06-26,3402,東レ,1138.5,1151.2,1143.8,1137.4,,3964800,0.98,,,,,
2026-06-26,2413,エムスリー,1766.5,1727.3,1625.9,1538.7,,3951200,0.88,,,,,
2026-06-26,3092,ＺＯＺＯ,1123.5,1118.0,1086.6,1068.7,,3678400,0.69,,,,,
2026-06-26,3407,旭化成,1794.0,1800.1,1775.0,1671.0,,3593700,0.67,,,,,
2026-06-26,7735,ＳＣＲＥＥＮホールディングス,16535.0,16690.0,14375.2,11854.3,,3561100,1.11,,,,,
