date,code,name,close,sma5,sma20,sma60,rsi,volume,volume_ratio,day_change_pct,prev_day_change_pct,high_price,low_price,atr_pct
2026-04-08,8918,ランド,10.0,9.4,9.4,9.3,,264078400,1.3,,,,,
2026-04-08,4564,オンコセラピー・サイエンス,27.0,25.0,22.8,21.6,,190389800,1.58,,,,,
2026-04-08,9434,ソフトバンク,216.0,216.4,215.9,214.1,,97005200,1.13,,,,,
2026-04-08,4597,ソレイジア・ファーマ,35.0,34.8,32.6,31.3,,80485700,1.84,,,,,
2026-04-08,5803,フジクラ,4876.0,4551.0,4392.2,3867.1,,61297000,1.09,,,,,
2026-04-08,4063,信越化学工業,6470.0,6485.8,6369.1,5856.9,,18412500,2.27,,,,,
2026-04-08,7012,川崎重工業,3283.0,3160.4,3149.9,3102.6,,15909000,1.13,,,,,
2026-04-08,9107,川崎汽船,2612.5,2705.9,2696.7,2468.7,,15439200,2.04,,,,,
2026-04-08,5020,ＥＮＥＯＳホールディングス,1464.0,1459.5,1403.7,1365.7,,15201100,1.51,,,,,
2026-04-08,8058,三菱商事,5436.0,5427.6,5420.9,4875.3,,13753500,1.25,,,,,
2026-04-08,9433,ＫＤＤＩ,2711.0,2726.6,2687.5,2674.6,,12353300,1.2,,,,,
2026-04-08,6752,パナソニック　ホールディングス,2955.5,2805.9,2666.6,2453.0,,12023300,1.3,,,,,
2026-04-08,5801,古河電気工業,42940.0,36994.0,31581.8,22980.2,,10586900,1.01,,,,,
2026-04-08,8031,三井物産,6361.0,6339.2,6207.4,5656.2,,10278700,1.26,,,,,
2026-04-08,9104,商船三井,6593.0,6736.6,6574.6,5665.5,,10196700,1.66,,,,,
2026-04-08,6981,村田製作所,4000.0,3772.0,3689.1,3548.0,,9611500,1.31,,,,,
2026-04-08,5019,出光興産,1561.5,1600.5,1520.6,1413.4,,9112900,2.02,,,,,
2026-04-08,9101,日本郵船,6055.0,6195.6,5912.2,5446.6,,8523800,1.88,,,,,
2026-04-08,6920,レーザーテック,39940.0,36970.0,35528.0,34127.1,,7877100,1.71,,,,,
2026-04-08,3436,ＳＵＭＣＯ,1894.5,1771.0,1716.3,1655.8,,7807900,0.93,,,,,
2026-04-08,8766,東京海上ホールディングス,7370.0,7292.0,6796.8,6316.2,,6779900,0.59,,,,,
2026-04-08,4543,テルモ,2209.0,2193.3,2115.7,2085.8,,6591300,1.14,,,,,
2026-04-08,4503,アステラス製薬,2624.0,2606.2,2503.5,2404.7,,6263300,1.11,,,,,
2026-04-08,1963,日揮ホールディングス,2723.5,2556.7,2274.1,2234.0,,5645200,1.26,,,,,
2026-04-08,8002,丸紅,6119.0,5961.2,5691.9,5533.2,,5573700,1.23,,,,,
