date,code,name,close,sma5,sma20,sma60,rsi,volume,volume_ratio,day_change_pct,prev_day_change_pct,high_price,low_price,atr_pct
2026-08-27,8918,ランド,10.0,10.4,10.3,10.2,,331193600,0.96,,,,,
2026-08-27,9432,ＮＴＴ,168.2,167.9,160.1,152.2,,165343300,0.73,,,,,
2026-08-27,4564,オンコセラピー・サイエンス,22.0,21.2,20.3,19.8,,145716400,0.71,,,,,
2026-08-27,9434,ソフトバンク,237.5,237.0,231.8,220.1,,63865300,0.9,,,,,
2026-08-27,5803,フジクラ,5500.0,5278.6,5175.5,5060.3,,54885600,0.87,,,,,
2026-08-27,8729,ソニーフィナンシャルグループ,162.5,161.6,156.8,150.4,,53821200,0.94,,,,,
2026-08-27,9501,東京電力ホールディングス,529.5,534.2,524.9,507.6,,32773400,0.83,,,,,
2026-08-27,3350,メタプラネット,304.0,311.0,247.1,236.6,,29967100,0.71,,,,,
2026-08-27,4689,ＬＩＮＥヤフー,550.0,541.3,496.4,450.6,,19858500,1.02,,,,,
2026-08-27,7203,トヨタ自動車,3077.0,3097.2,3023.3,2904.4,,18488000,0.85,,,,,
2026-08-27,8267,イオン,1354.0,1377.5,1372.6,1370.8,,15761200,1.6,,,,,
2026-08-27,7211,三菱自動車工業,374.2,367.8,355.1,346.2,,14951000,1.7,,,,,
2026-08-27,3103,ユニチカ,1589.0,1470.8,1270.7,1112.2,,14170300,0.56,,,,,
2026-08-27,7267,本田技研工業,1662.5,1706.6,1669.5,1551.9,,14152600,0.84,,,,,
2026-08-27,4082,第一稀元素化学工業,3000.0,2330.8,2023.8,1985.0,,11386300,38.62,,,,,
2026-08-27,2181,パーソルホールディングス,294.1,295.0,279.4,260.4,,11134300,1.06,,,,,
2026-08-27,6857,アドバンテスト,34610.0,35032.0,34125.2,30902.5,,11025000,1.39,,,,,
2026-08-27,6758,ソニーグループ,3870.0,3843.0,3747.7,3507.5,,10920200,0.82,,,,,
2026-08-27,4170,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,151.0,179.6,133.0,120.0,,10729100,2.73,,,,,
2026-08-27,7272,ヤマハ発動機,1906.5,1947.5,1808.2,1438.4,,10192100,1.65,,,,,
2026-08-27,8001,伊藤忠商事,2105.0,2111.7,2048.3,1941.3,,10033600,0.89,,,,,
2026-08-27,8604,野村ホールディングス,1611.5,1572.1,1549.0,1499.3,,9910900,1.19,,,,,
2026-08-27,6330,東洋エンジニアリング,2657.0,2523.0,2289.9,2085.2,,8202800,1.61,,,,,
2026-08-27,8053,住友商事,1750.0,1752.2,1731.4,1641.0,,7863600,0.95,,,,,
2026-08-27,8308,りそなホールディングス,2441.5,2410.5,2350.0,2265.8,,7701900,0.88,,,,,
2026-08-27,9602,東宝,1557.0,1561.7,1519.8,1392.2,,7261100,2.46,,,,,
2026-08-27,8309,三井住友トラストグループ,1761.0,1732.6,1699.1,1615.0,,7094700,0.92,,,,,
2026-08-27,7261,マツダ,1197.5,1205.6,1175.5,1142.9,,7079800,1.19,,,,,
2026-08-27,8601,大和証券グループ本社,1823.0,1803.2,1795.2,1722.1,,6898700,1.71,,,,,
2026-08-27,5411,ＪＦＥホールディングス,1839.0,1842.2,1827.8,1701.4,,6762100,1.06,,,,,
2026-08-27,9433,ＫＤＤＩ,2880.5,2896.0,2886.3,2810.9,,6397200,0.79,,,,,
2026-08-27,7974,任天堂,8728.0,8776.0,8341.0,7550.9,,6319400,0.67,,,,,
