date,code,name,close,sma5,sma20,sma60,rsi,volume,volume_ratio,day_change_pct,prev_day_change_pct,high_price,low_price,atr_pct
2026-04-29,8918,ランド,10.0,10.2,9.7,9.5,,213823900,0.97,,,,,
2026-04-29,9984,ソフトバンクグループ,5268.0,5706.4,4485.1,4158.7,,97208200,1.01,,,,,
2026-04-29,9434,ソフトバンク,219.3,219.2,218.4,215.2,,67315900,0.96,,,,,
2026-04-29,5016,ＪＸ金属,4824.0,4763.4,4476.6,3843.3,,46260800,1.26,,,,,
2026-04-29,5803,フジクラ,6281.0,6108.6,5442.4,4531.8,,46167300,0.9,,,,,
2026-04-29,6740,ジャパンディスプレイ,94.0,96.8,94.7,64.3,,42542100,0.48,,,,,
2026-04-29,6723,ルネサスエレクトロニクス,2913.0,3114.2,2723.2,2687.6,,19974900,1.07,,,,,
2026-04-29,6857,アドバンテスト,29750.0,29298.0,26053.5,25358.5,,19894900,1.76,,,,,
2026-04-29,1306,ＮＥＸＴ　ＦＵＮＤＳ　ＴＯＰＩＸ連動型上場投信,400.0,396.0,395.2,391.1,,18269570,1.08,,,,,
2026-04-29,1579,日経平均ブル２倍上場投信,642.2,639.5,587.0,561.5,,17352190,1.0,,,,,
2026-04-29,3103,ユニチカ,2234.0,2593.4,2043.5,1574.2,,15773900,0.67,,,,,
2026-04-29,3436,ＳＵＭＣＯ,2347.5,2274.6,2064.2,1795.0,,14336500,1.12,,,,,
2026-04-29,6762,ＴＤＫ,2677.0,2689.4,2368.2,2248.5,,14100800,0.95,,,,,
2026-04-29,6085,アーキテクツ・スタジオ・ジャパン,640.0,513.4,354.1,256.4,,12643700,1.78,,,,,
2026-04-29,7868,広済堂ホールディングス,583.0,526.2,510.7,495.6,,12236200,18.17,,,,,
2026-04-29,4689,ＬＩＮＥヤフー,417.3,418.0,412.7,398.5,,12214500,0.75,,,,,
2026-04-29,6098,リクルートホールディングス,7464.0,7517.6,7280.4,6915.3,,11715500,2.17,,,,,
2026-04-29,6981,村田製作所,4840.0,4883.2,4352.1,3853.2,,10341000,0.98,,,,,
2026-04-29,6503,三菱電機,6078.0,5988.2,5743.6,5576.9,,9526000,1.69,,,,,
2026-04-29,4307,野村総合研究所,4313.0,4808.8,4683.9,4373.6,,8727100,1.75,,,,,
2026-04-29,4063,信越化学工業,7081.0,6820.8,6679.5,6165.0,,8604800,1.12,,,,,
2026-04-29,6201,豊田自動織機,20420.0,20460.0,20448.0,20310.6,,8100000,30.66,,,,,
2026-04-29,6754,アンリツ,3974.0,3706.0,3376.6,2932.9,,7904000,5.44,,,,,
2026-04-29,6752,パナソニック　ホールディングス,3061.0,2986.5,2906.9,2626.4,,7892400,0.91,,,,,
2026-04-29,3936,グローバルウェイ,173.0,209.6,155.8,141.4,,7621400,0.55,,,,,
