date,code,name,close,sma5,sma20,sma60,rsi,volume,volume_ratio,day_change_pct,prev_day_change_pct,high_price,low_price,atr_pct
2026-06-08,8918,ランド,11.0,10.2,10.1,9.8,,217404500,0.92,,,,,
2026-06-08,9984,ソフトバンクグループ,6976.0,7745.2,6818.5,5169.7,,64167800,0.7,,,,,
2026-06-08,8105,Ｂｉｔｃｏｉｎ　Ｊａｐａｎ,250.0,279.2,165.8,158.4,,58365100,1.81,,,,,
2026-06-08,6981,村田製作所,8711.0,9792.0,7923.3,5469.7,,47646200,1.13,,,,,
2026-06-08,8306,三菱ＵＦＪフィナンシャル・グループ,3168.0,3147.8,3040.5,2859.1,,43619100,1.01,,,,,
2026-06-08,6723,ルネサスエレクトロニクス,4139.0,4564.8,4138.6,3180.5,,23199500,1.18,,,,,
2026-06-08,7267,本田技研工業,1438.5,1454.2,1394.7,1335.9,,20146800,0.92,,,,,
2026-06-08,6976,太陽誘電,14975.0,15979.0,11186.9,7103.1,,19413800,0.96,,,,,
2026-06-08,6762,ＴＤＫ,3715.0,3915.0,3494.6,2720.2,,17890100,0.86,,,,,
2026-06-08,6758,ソニーグループ,3508.0,3579.0,3558.4,3382.1,,16837100,0.78,,,,,
2026-06-08,3436,ＳＵＭＣＯ,3522.0,4134.6,3573.1,2555.7,,15237800,1.15,,,,,
2026-06-08,8316,三井住友フィナンシャルグループ,6105.0,6112.6,5938.7,5571.5,,15126700,1.11,,,,,
2026-06-08,6501,日立製作所,5031.0,5173.4,5014.5,4940.0,,14584100,1.09,,,,,
2026-06-08,6752,パナソニック　ホールディングス,3574.0,3727.8,3520.3,3068.3,,13293300,1.05,,,,,
2026-06-08,8604,野村ホールディングス,1359.5,1348.9,1288.9,1273.8,,12836900,1.06,,,,,
2026-06-08,6857,アドバンテスト,25235.0,26830.0,26796.0,25835.7,,10067400,1.22,,,,,
2026-06-08,6971,京セラ,3571.0,3712.2,3219.3,2796.3,,9744600,1.06,,,,,
2026-06-08,8308,りそなホールディングス,2085.5,2075.2,2065.5,1922.2,,9733400,1.19,,,,,
2026-06-08,8411,みずほフィナンシャルグループ,7562.0,7580.4,7214.7,6753.1,,9646600,0.85,,,,,
2026-06-08,6526,ソシオネクスト,2456.0,2786.6,2607.4,2132.4,,9310700,0.86,,,,,
2026-06-08,3697,ＳＨＩＦＴ,685.2,717.2,675.7,665.9,,8925700,0.82,,,,,
2026-06-08,3687,フィックスターズ,2935.0,3145.4,2164.1,1601.9,,8698600,1.11,,,,,
2026-06-08,8750,第一ライフグループ,1667.5,1649.9,1624.6,1507.3,,8437200,1.05,,,,,
2026-06-08,4901,富士フイルムホールディングス,3426.0,3465.4,3284.1,3118.0,,8005300,1.35,,,,,
2026-06-08,4062,イビデン,17060.0,19810.0,18792.8,12818.0,,7707800,0.95,,,,,
2026-06-08,4063,信越化学工業,6863.0,7426.6,7289.8,6850.7,,7427500,0.83,,,,,
2026-06-08,6594,ニデック,2605.0,2783.2,2716.2,2423.4,,7353600,0.97,,,,,
2026-06-08,9831,ヤマダホールディングス,666.9,639.3,606.1,560.8,,7126100,1.37,,,,,
2026-06-08,6965,浜松ホトニクス,2630.0,2804.8,2707.5,2208.8,,7028700,1.25,,,,,
2026-06-08,6701,日本電気,4096.0,4256.0,4170.3,4163.8,,6718600,0.82,,,,,
2026-06-08,8410,セブン銀行,277.9,275.2,272.4,271.2,,6393900,1.31,,,,,
2026-06-08,5802,住友電気工業,12140.0,13119.0,12117.0,10698.6,,6242800,0.97,,,,,
2026-06-08,7261,マツダ,1112.5,1122.7,1096.1,1081.5,,6176700,0.84,,,,,
2026-06-08,7182,ゆうちょ銀行,3126.0,3148.2,3032.4,2782.7,,6145400,0.83,,,,,
2026-06-08,3407,旭化成,1746.0,1763.7,1738.0,1626.2,,6015600,1.16,,,,,
