date,code,name,close,sma5,sma20,sma60,rsi,volume,volume_ratio,day_change_pct,prev_day_change_pct,high_price,low_price,atr_pct
2026-04-24,8918,ランド,10.0,10.2,9.6,9.5,,249506800,1.16,,,,,
2026-04-24,4564,オンコセラピー・サイエンス,24.0,26.6,25.1,22.4,,179861900,1.11,,,,,
2026-04-24,9984,ソフトバンクグループ,5963.0,5475.0,4291.8,4114.6,,87686800,1.03,,,,,
2026-04-24,9434,ソフトバンク,220.2,220.7,217.7,214.9,,62248900,0.75,,,,,
2026-04-24,4597,ソレイジア・ファーマ,35.0,37.6,35.0,32.5,,55487200,0.7,,,,,
2026-04-24,6740,ジャパンディスプレイ,101.0,104.6,93.1,61.9,,54684500,0.59,,,,,
2026-04-24,5803,フジクラ,6037.0,5866.6,5240.8,4431.1,,40846300,0.71,,,,,
2026-04-24,5016,ＪＸ金属,4625.0,4754.0,4337.2,3769.0,,19917400,0.5,,,,,
2026-04-24,6232,ＡＣＳＬ,2538.0,2077.6,1722.5,1475.2,,18732200,5.75,,,,,
2026-04-24,7256,河西工業,455.0,344.4,286.6,264.1,,18512500,13.41,,,,,
2026-04-24,3103,ユニチカ,2565.0,3008.2,1925.8,1513.8,,15986000,0.59,,,,,
2026-04-24,1579,日経平均ブル２倍上場投信,637.6,629.7,570.2,557.1,,14816470,0.83,,,,,
2026-04-24,3936,グローバルウェイ,209.0,215.8,150.0,139.9,,14291100,1.27,,,,,
2026-04-24,6762,ＴＤＫ,2689.5,2634.0,2296.7,2223.2,,13275300,0.92,,,,,
2026-04-24,2371,カカクコム,2750.0,2349.2,2188.2,1960.0,,12200100,6.48,,,,,
2026-04-24,6085,アーキテクツ・スタジオ・ジャパン,516.0,432.6,325.6,238.1,,11925200,2.3,,,,,
2026-04-24,4062,イビデン,12540.0,11002.0,9423.2,8701.4,,11078600,1.83,,,,,
2026-04-24,4689,ＬＩＮＥヤフー,415.9,424.7,409.2,397.8,,10173400,0.62,,,,,
2026-04-24,1306,ＮＥＸＴ　ＦＵＮＤＳ　ＴＯＰＩＸ連動型上場投信,393.7,396.9,392.8,390.2,,9457590,0.62,,,,,
2026-04-24,6981,村田製作所,4936.0,4841.6,4211.4,3796.0,,8895700,0.84,,,,,
2026-04-24,3436,ＳＵＭＣＯ,2242.0,2196.4,2000.0,1767.5,,8450400,0.63,,,,,
2026-04-24,6752,パナソニック　ホールディングス,2879.0,2954.0,2858.0,2594.4,,8440700,1.06,,,,,
2026-04-24,4307,野村総合研究所,5092.0,5055.0,4676.9,4419.3,,7613500,1.93,,,,,
2026-04-24,8308,りそなホールディングス,1820.5,1870.6,1864.5,1862.6,,7046400,0.74,,,,,
2026-04-24,6356,日本ギア工業,1666.0,1399.8,1306.8,1305.1,,6561000,6.28,,,,,
2026-04-24,3444,菊池製作所,1500.0,1474.0,972.6,869.1,,5598500,2.07,,,,,
2026-04-24,6098,リクルートホールディングス,7308.0,7660.0,7184.2,6946.3,,5591600,1.04,,,,,
2026-04-24,6613,ＱＤレーザ,1465.0,1545.8,1278.9,1006.0,,5229600,0.38,,,,,
2026-04-24,6963,ローム,3765.0,3726.4,3589.2,3132.1,,5112300,1.72,,,,,
2026-04-24,4063,信越化学工業,6768.0,6716.0,6601.8,6094.1,,5016200,0.64,,,,,
2026-04-24,6920,レーザーテック,45060.0,43980.0,39820.0,35450.8,,4801300,0.95,,,,,
2026-04-24,5802,住友電気工業,10015.0,10239.2,9802.8,9411.9,,4655100,0.6,,,,,
2026-04-24,6976,太陽誘電,6508.0,6254.8,5183.4,4469.6,,4296200,1.14,,,,,
2026-04-24,6503,三菱電機,5999.0,5986.2,5638.8,5535.1,,4219000,0.77,,,,,
2026-04-24,2802,味の素,4758.0,4666.8,4631.1,4441.0,,4191800,1.56,,,,,
2026-04-24,3664,モブキャストホールディングス,36.0,37.4,35.1,34.0,,4064100,0.42,,,,,
2026-04-24,4422,ＶＡＬＵＥＮＥＸ,1248.0,1287.8,920.6,571.7,,4025000,1.71,,,,,
2026-04-24,4004,レゾナック・ホールディングス,13770.0,13561.0,12439.9,11253.9,,3952800,1.49,,,,,
2026-04-24,6971,京セラ,2710.0,2735.3,2587.2,2570.7,,3778500,0.88,,,,,
2026-04-24,5074,テスホールディングス,712.0,698.6,636.1,567.2,,3619200,1.71,,,,,
2026-04-24,7951,ヤマハ,1117.5,1189.9,1176.3,1160.7,,3547500,2.13,,,,,
2026-04-24,6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,6646.0,6698.0,6186.4,6070.9,,3430900,0.46,,,,,
2026-04-24,1570,ＮＥＸＴ　ＦＵＮＤＳ　日経平均レバレッジ・インデックス連動型上場投信,59020.0,58320.0,52855.5,51689.7,,3329257,0.92,,,,,
2026-04-24,1475,ｉシェアーズ・コア　ＴＯＰＩＸ　ＥＴＦ,384.8,387.4,383.4,381.5,,3210860,0.79,,,,,
2026-04-24,6724,セイコーエプソン,2026.0,2092.7,2057.2,2041.1,,3180300,2.21,,,,,
2026-04-24,4884,クリングルファーマ,498.0,506.2,476.6,418.1,,3033100,2.02,,,,,
2026-04-24,8002,丸紅,5936.0,5931.8,5931.4,5713.9,,2982300,0.79,,,,,
2026-04-24,5801,古河電気工業,42950.0,43372.0,40580.2,29659.8,,2946900,0.45,,,,,
2026-04-24,3923,ラクス,839.3,872.8,812.5,807.9,,2889400,0.84,,,,,
2026-04-24,1568,ＴＯＰＩＸブル２倍上場投信,841.2,855.4,838.2,836.3,,2835730,0.79,,,,,
2026-04-24,6522,アスタリスク,1199.0,1231.4,1120.9,723.4,,2718900,1.21,,,,,
2026-04-24,9519,レノバ,1059.0,1001.8,963.0,808.8,,2671100,1.4,,,,,
2026-04-24,7453,良品計画,3702.0,3774.8,3668.8,3533.6,,2611300,0.49,,,,,
2026-04-24,7220,武蔵精密工業,4800.0,4193.0,3256.2,2893.0,,2555300,1.5,,,,,
2026-04-24,3110,日東紡績,27380.0,26714.0,24623.5,22043.5,,2471700,0.96,,,,,
2026-04-24,4169,ＥＮＥＣＨＡＮＧＥ,333.0,312.6,303.9,276.9,,2378900,2.31,,,,,
2026-04-24,4684,オービック,4175.0,4286.0,4059.6,4021.9,,2349100,0.95,,,,,
2026-04-24,6072,地盤ネットホールディングス,1206.0,1181.6,1006.2,860.2,,2326500,1.27,,,,,
2026-04-24,6952,カシオ計算機,1640.5,1685.3,1629.5,1545.5,,2325400,1.21,,,,,
2026-04-24,8035,東京エレクトロン,45850.0,45372.0,42179.5,41614.3,,2312400,0.71,,,,,
2026-04-24,6217,津田駒工業,1973.0,1737.8,840.0,637.9,,2208700,1.78,,,,,
2026-04-24,4768,大塚商会,2971.0,3061.4,3041.6,3032.2,,2203500,1.58,,,,,
2026-04-24,4061,デンカ,4084.0,3753.8,3742.1,3424.3,,2181800,3.04,,,,,
2026-04-24,5423,東京製鐵,1703.0,1770.2,1749.8,1640.9,,1953600,3.85,,,,,
2026-04-24,2644,グローバルＸ　半導体関連－日本株式　ＥＴＦ,3700.0,3647.4,3373.9,3274.3,,1932155,1.32,,,,,
2026-04-24,9697,カプコン,3422.0,3538.0,3470.8,3421.2,,1916100,0.68,,,,,
2026-04-24,7419,ノジマ,1256.0,1213.2,1141.4,1119.8,,1878600,1.03,,,,,
2026-04-24,4443,Ｓａｎｓａｎ,1267.0,1329.0,1263.0,1218.4,,1868000,0.69,,,,,
2026-04-24,2432,ディー・エヌ・エー,2570.5,2660.0,2615.5,2600.3,,1792300,1.4,,,,,
2026-04-24,7936,アシックス,4414.0,4521.8,4435.3,4369.6,,1768300,0.67,,,,,
