date,ticker,name,close,sma5,sma20,sma60,volume,volume_ma20,volume_ratio,next_close,ret_1d,ret_2d,ret_3d,ret_5d,hit_2pct_1d,hit_2pct_2d,hit_2pct_3d,hit_2pct_5d,prev_prev_day_change_pct,prev_day_change_pct,day_change_pct,rsi,recent_high,volume_change_pct,open_price,high_price,low_price,hh20,vol_today_vs_yday_pct,is_pullback,is_breakout,long_upper_wick,is_high_zone,big_bearish_yesterday,weekly_sma20_ok,first_sma20_touch,sma20_touch_count,trend_start_days_ago,atr_pct,day_of_week,cum_ret_1d,cum_ret_2d,cum_ret_3d,ret_4d,cum_ret_4d,hit_2pct_4d,cum_ret_5d,days_to_target,pos_within_3d,pos_within_5d,max_ret_3d,max_ret_5d,max_high_ret_5d
2025-12-03,IVZ,Invesco,24.19,24.26,23.44,22.93,6340200,4243625.0,1.49,25.01,3.362,4.086,-1.639,1.469,1,1,1,1,0.86,-1.7,0.62,59.1,,-25.7,24.07,24.53,24.07,24.59,7.7,True,False,True,True,False,False,False,1,5,3.08,2,3.362,7.585,5.822,2.828,8.815,1,10.414,1.0,1,1,8.2,10.701,10.701
2025-12-03,LVS,Las Vegas Sands,66.53,67.9,65.53,57.29,6380800,5333005.0,1.2,66.06,-0.718,-0.226,1.253,0.06,0,0,1,1,1.95,-1.41,-2.38,61.9,,27.2,68.3,68.63,66.52,70.08,4.7,True,False,False,False,False,False,False,1,19,2.74,2,-0.718,-0.942,0.299,-0.969,-0.673,1,-0.613,3.0,1,1,2.228,2.228,2.228
2025-12-03,SLB,Schlumberger,37.33,36.04,35.84,34.74,16133700,13477745.0,1.2,37.9,1.518,0.892,-0.572,4.256,0,1,1,1,0.99,-0.66,4.09,62.2,,1.2,36.22,37.41,36.02,37.56,25.8,False,False,False,True,False,False,True,1,0,3.0,2,1.518,2.423,1.838,0.157,1.997,1,6.338,2.0,1,1,3.862,6.498,6.498
2025-12-04,AES,AES Corporation,13.77,13.77,13.75,13.63,10009200,7783900.0,1.29,13.76,-0.072,-0.431,0.722,1.449,0,0,0,0,-0.21,-1.79,1.6,50.3,,79.5,13.54,13.88,13.54,14.43,17.3,False,False,False,False,True,False,True,1,0,2.61,3,-0.072,-0.503,0.215,-1.146,-0.933,0,0.503,,1,1,1.938,1.938,1.938
2025-12-04,A,Agilent Technologies,148.06,149.73,148.71,140.45,2865100,2046050.0,1.4,145.23,-1.908,-2.096,-1.264,-0.418,0,0,0,0,-0.86,0.3,-0.63,51.5,,30.9,148.99,149.53,143.96,159.98,32.5,False,False,False,False,False,False,False,2,7,2.96,3,-1.908,-3.964,-5.178,2.012,-3.27,0,-3.674,,1,1,0.458,0.458,0.458
2025-12-04,BF-B,Brown–Forman,29.2,29.18,27.77,27.31,12755400,4797870.0,2.66,30.12,3.159,-0.822,-1.658,1.646,1,1,1,1,0.57,0.67,-1.3,63.7,,35.9,29.99,31.38,28.32,31.38,60.8,False,False,False,False,False,False,False,0,4,3.13,3,3.159,2.311,0.614,2.462,3.091,1,4.788,1.0,1,1,4.008,5.704,5.704
2025-12-04,COO,Cooper Companies (The),77.03,76.84,73.83,70.98,5125400,2905060.0,1.76,81.4,5.673,-4.128,0.602,1.697,1,1,1,1,-2.03,0.18,1.38,62.9,,-2.6,76.05,77.58,75.77,78.69,29.0,False,False,False,True,False,False,False,1,13,2.58,3,5.673,1.311,1.921,2.84,4.816,1,6.595,1.0,1,1,16.617,16.617,16.617
2025-12-04,GLW,Corning Inc.,85.29,83.81,83.38,83.25,8201900,6550650.0,1.25,85.81,0.609,2.675,3.217,1.879,0,1,1,1,0.98,-0.19,2.27,54.7,,0.7,82.99,87.13,82.99,90.14,75.0,False,False,False,False,False,False,True,1,0,3.44,3,0.609,3.3,6.624,3.391,10.24,1,12.311,2.0,1,1,6.916,13.095,13.095
2025-12-04,EQT,EQT Corporation,59.9,60.07,58.81,55.1,11361800,8309325.0,1.37,60.51,1.015,-3.329,-0.239,-2.061,1,1,1,1,-3.17,4.39,-1.8,57.2,,28.5,60.91,61.83,59.05,61.83,20.7,True,False,False,False,False,False,True,1,4,3.82,3,1.015,-2.347,-2.58,-2.17,-4.695,1,-6.659,1.0,1,1,3.596,3.596,3.596
2025-12-04,INTC,Intel,40.5,41.66,37.5,35.78,107850200,84352430.0,1.28,41.41,2.247,-2.681,0.496,-3.114,1,1,1,1,8.65,0.67,-7.45,57.7,,-45.0,43.26,43.28,40.14,44.02,17.3,True,False,False,False,False,False,False,0,3,5.12,3,2.247,-0.494,0.0,0.691,0.691,1,-2.444,1.0,1,1,5.753,5.753,5.753
2025-12-04,IQV,IQVIA,224.92,227.25,221.95,208.18,3298900,1454970.0,2.27,225.85,0.413,-1.01,-2.465,1.373,0,0,0,0,-1.24,0.71,-1.02,57.3,,-21.8,227.53,227.53,214.01,234.3,169.3,True,False,False,False,False,False,False,3,15,2.63,3,0.413,-0.6,-3.05,2.229,-0.889,0,0.471,,1,1,0.765,0.765,0.765
2025-12-04,WYNN,Wynn Resorts,125.45,130.07,124.53,123.48,2609800,1816330.0,1.44,125.24,-0.167,1.291,-2.289,1.011,0,1,1,1,0.24,-1.17,-4.42,51.1,,-6.4,129.5,129.5,123.07,134.43,129.5,True,False,False,False,False,False,True,1,4,3.82,3,-0.167,1.122,-1.193,-0.499,-1.686,1,-0.692,2.0,1,1,5.624,5.624,5.624
2025-12-05,ALB,Albemarle Corporation,124.5,124.77,117.75,98.93,5265000,4171175.0,1.26,126.5,1.606,1.643,3.032,-1.077,1,1,1,1,-1.29,-5.81,5.08,61.2,,2.3,123.13,129.17,122.03,132.17,24.1,True,False,True,False,True,False,False,1,17,5.59,4,1.606,3.275,6.406,1.036,7.509,1,6.351,1.0,1,1,7.333,9.043,9.043
2025-12-05,BKR,Baker Hughes,49.02,49.8,48.78,47.69,8762500,6602190.0,1.33,47.21,-3.679,0.633,0.734,-1.264,0,0,0,0,2.04,0.24,-2.79,52.7,,20.6,50.32,50.57,48.87,50.93,37.8,True,False,False,False,False,False,False,5,28,2.83,4,-3.679,-3.069,-2.358,-1.207,-3.537,0,-4.756,,0,0,-0.02,-0.02,-0.02
2025-12-05,INTC,Intel,41.41,41.83,37.71,36.06,103042000,85623035.0,1.2,40.3,-2.681,0.496,0.691,-4.303,0,0,0,0,0.67,-7.45,2.25,59.9,,17.3,41.16,42.83,41.15,44.02,-4.5,True,False,True,False,True,False,False,0,4,5.15,4,-2.681,-2.198,-1.521,-3.114,-4.588,0,-8.694,,1,1,1.715,1.715,1.715
2025-12-05,NUE,Nucor,158.91,161.15,152.25,143.33,1974000,1353125.0,1.46,158.76,-0.094,-0.728,3.914,-0.877,0,0,1,1,2.25,-1.32,-1.9,62.9,,-32.9,162.04,162.23,158.6,165.71,33.8,True,False,False,False,False,False,False,2,21,2.52,4,-0.094,-0.822,3.061,1.363,4.465,1,3.55,3.0,1,1,3.581,5.406,5.406
2025-12-05,STLD,Steel Dynamics,164.74,167.52,159.58,149.86,1444100,1166840.0,1.24,165.65,0.557,-0.427,3.506,-0.601,0,0,1,1,2.31,-1.98,-1.72,59.6,,18.8,167.71,167.71,163.39,172.43,-16.3,True,False,False,False,False,False,False,1,8,2.7,4,0.557,0.127,3.638,1.04,4.715,1,4.085,3.0,1,1,4.491,5.502,5.502
2025-12-08,BKR,Baker Hughes,47.21,49.25,48.75,47.7,9766100,6836680.0,1.43,47.51,0.633,0.734,-1.207,0.064,0,0,0,0,0.24,-2.79,-3.68,43.1,,37.8,48.9,49.01,46.95,50.93,11.5,False,False,False,False,True,False,False,5,29,2.96,0,0.633,1.372,0.148,-1.264,-1.118,0,-1.055,,1,1,1.625,1.625,1.625
2025-12-08,AVGO,Broadcom,400.33,386.17,367.14,354.13,30410600,23217480.0,1.31,405.51,1.294,1.644,-1.598,-5.59,0,1,1,1,0.11,2.42,2.78,64.4,,56.4,401.71,406.51,396.64,406.51,22.7,False,False,False,True,False,False,False,0,8,4.32,0,1.294,2.959,1.314,-11.428,-10.264,1,-15.28,2.0,1,1,3.368,3.368,3.368
2025-12-08,EXE,Expand Energy,118.42,120.27,117.7,107.98,5403500,3466680.0,1.56,116.82,-1.352,-0.656,-2.022,-1.995,0,0,0,0,-0.65,0.63,-3.08,56.7,,17.1,121.38,121.74,117.53,125.93,45.1,True,False,False,False,False,False,False,3,23,3.35,0,-1.352,-1.999,-3.981,-1.347,-5.274,0,-7.164,,1,1,0.428,0.428,0.428
2025-12-08,LULU,Lululemon Athletica,183.04,184.27,174.78,172.79,5226400,3216710.0,1.62,182.28,-0.415,2.93,-0.325,0.644,0,1,1,1,0.71,3.49,-3.67,58.3,,56.1,190.53,191.28,180.0,191.85,12.6,True,False,False,False,False,False,False,0,3,3.43,0,-0.415,2.502,2.169,9.604,11.981,1,12.702,2.0,1,1,2.983,16.488,16.488
2025-12-08,RVTY,Revvity,99.73,101.76,98.05,93.21,2156300,1730070.0,1.25,98.72,-1.012,4.788,0.396,-1.403,0,1,1,1,-0.69,-1.72,-0.99,54.7,,-28.3,100.47,100.9,98.89,106.46,171.2,True,False,False,False,True,False,False,2,10,3.11,0,-1.012,3.728,4.139,-3.301,0.701,1,-0.711,2.0,1,1,4.66,4.66,4.66
2025-12-08,SLB,Schlumberger,38.02,37.47,36.15,34.87,24484700,14104905.0,1.74,38.08,0.157,4.256,1.027,-1.394,0,1,1,1,1.52,0.89,-0.57,64.5,,-20.7,38.11,38.6,37.51,38.77,94.6,False,False,False,True,False,False,False,1,3,2.81,0,0.157,4.419,5.492,-2.206,3.164,1,1.726,2.0,1,1,6.904,6.904,6.904
2025-12-08,SOLV,Solventum,82.6,84.83,80.63,74.72,1589400,1188935.0,1.34,80.11,-3.015,2.234,1.087,-1.314,0,0,0,0,0.01,0.2,-3.31,62.0,,20.4,85.33,85.33,82.46,88.2,42.0,True,False,False,False,False,False,False,0,10,2.58,0,-3.015,-0.847,0.23,0.229,0.46,0,-0.86,,1,1,0.508,1.695,1.695
2025-12-10,NEM,Newmont,94.21,91.41,88.76,86.17,13150500,9082660.0,1.45,99.22,5.318,-1.287,1.579,1.449,1,1,1,1,-0.85,5.72,0.33,62.3,,4.0,92.66,95.1,91.51,95.1,49.1,False,False,False,True,False,False,False,5,19,3.5,2,5.318,3.962,5.604,-1.665,3.845,1,5.35,1.0,1,1,8.189,8.189,8.189
2025-12-10,TEL,TE Connectivity,243.38,235.69,229.98,228.31,3918700,2206795.0,1.78,243.54,0.066,-5.784,0.235,-1.842,0,0,0,0,-0.16,0.95,3.36,64.9,,-7.8,236.2,243.99,235.21,248.77,178.6,False,False,False,True,False,False,False,1,2,2.56,2,0.066,-5.722,-5.501,-1.643,-7.054,0,-8.766,,1,1,1.266,1.266,1.266
2025-12-10,UAL,United Airlines Holdings,107.74,105.52,99.36,98.68,7534600,6018080.0,1.25,108.39,0.603,-1.43,0.805,-1.965,0,0,0,1,-0.43,1.15,1.93,63.2,,-25.5,105.87,108.19,104.95,109.66,53.3,False,False,False,True,False,False,False,0,1,3.52,2,0.603,-0.835,-0.037,4.438,4.399,1,2.348,4.0,1,1,1.745,6.581,6.581
2025-12-11,BIIB,Biogen,172.5,177.53,175.42,157.35,2721400,2029330.0,1.34,174.1,0.928,0.942,-2.413,-1.273,0,0,0,0,-2.55,0.97,-2.84,52.4,,42.6,177.47,180.79,172.0,185.17,26.7,False,False,False,False,False,False,False,2,32,3.33,3,0.928,1.878,-0.58,0.35,-0.232,0,-1.501,,1,1,1.994,1.994,1.994
2025-12-11,AVGO,Broadcom,405.59,402.62,375.12,356.75,45681600,26053095.0,1.75,359.24,-11.428,-5.59,0.438,1.184,0,0,0,0,1.29,1.64,-1.6,64.0,,28.5,404.06,408.52,393.44,413.82,44.9,False,False,False,True,False,False,False,0,11,3.92,3,-11.428,-16.379,-16.013,-4.477,-19.773,0,-18.823,,0,0,-5.997,-5.997,-5.997
2025-12-11,CNC,Centene Corporation,40.46,38.69,37.91,36.32,9018600,7440945.0,1.21,40.85,0.964,-0.979,-3.659,0.9,1,1,1,1,0.53,1.55,4.63,63.6,,93.4,38.46,41.4,38.45,41.4,7.2,False,False,False,True,False,False,False,4,26,3.45,3,0.964,-0.025,-3.683,-0.257,-3.93,1,-3.065,1.0,1,1,3.164,3.164,3.164
2025-12-11,FSLR,First Solar,272.83,260.39,258.49,244.38,2315800,1876935.0,1.23,254.8,-6.609,0.428,1.024,3.055,0,0,0,0,-0.96,3.48,4.04,61.7,,-8.7,261.11,273.46,253.87,276.14,26.8,False,False,False,True,False,False,True,1,0,3.82,3,-6.609,-6.209,-5.249,-1.733,-6.891,0,-4.046,,1,1,0.356,0.356,0.356
2025-12-11,LULU,Lululemon Athletica,187.01,185.99,177.07,173.98,9925700,3630255.0,2.73,204.97,9.604,0.644,0.218,3.483,1,1,1,1,-0.42,2.93,-0.33,61.5,,-1.2,183.44,188.5,182.04,191.85,207.0,False,False,False,True,False,False,False,0,6,3.37,3,9.604,10.31,10.55,0.547,11.154,1,15.026,1.0,1,1,14.015,20.838,20.838
