date,ticker,name,close,sma5,sma20,sma60,volume,volume_ma20,volume_ratio,next_close,ret_1d,ret_2d,ret_3d,ret_5d,hit_2pct_1d,hit_2pct_2d,hit_2pct_3d,hit_2pct_5d,prev_prev_day_change_pct,prev_day_change_pct,day_change_pct,rsi,recent_high,volume_change_pct,open_price,high_price,low_price,hh20,vol_today_vs_yday_pct,is_pullback,is_breakout,long_upper_wick,is_high_zone,big_bearish_yesterday,weekly_sma20_ok,first_sma20_touch,sma20_touch_count,trend_start_days_ago,atr_pct,day_of_week,cum_ret_1d,cum_ret_2d,cum_ret_3d,ret_4d,cum_ret_4d,hit_2pct_4d,cum_ret_5d,days_to_target,pos_within_3d,pos_within_5d,max_ret_3d,max_ret_5d,max_high_ret_5d
2026-01-12,INTC,Intel,44.06,42.68,38.49,38.39,101989100,79672585.0,1.28,47.29,7.331,3.024,-0.821,3.407,1,1,1,1,-3.57,10.8,-3.27,65.0,,111.6,44.24,45.45,43.89,45.73,-45.4,False,False,True,False,False,True,False,0,0,4.59,0,7.331,10.576,9.669,-2.815,6.582,1,10.213,1.0,1,1,14.367,14.367,14.367
2026-01-12,QCOM,Qualcomm,168.19,177.17,174.53,171.71,13657600,8050245.0,1.7,164.24,-2.351,-0.454,-1.914,-3.356,0,0,0,0,0.93,-2.25,-4.79,42.1,,15.7,174.76,174.76,168.16,183.27,41.4,False,False,False,False,False,True,True,1,3,2.66,0,-2.351,-2.794,-4.655,-1.221,-5.819,0,-8.98,,0,0,-0.544,-0.544,-0.544
2026-01-12,REGN,Regeneron Pharmaceuticals,767.08,789.92,772.08,708.54,1321100,835680.0,1.58,758.0,-1.184,-0.629,-1.62,0.101,0,0,0,0,-1.39,-0.56,-3.58,51.9,,-32.2,809.03,810.12,764.16,820.12,85.7,False,False,False,False,False,True,False,3,17,2.53,0,-1.184,-1.805,-3.396,-1.197,-4.552,0,-4.456,,0,0,-0.177,-0.177,-0.177
2026-01-13,AKAM,Akamai Technologies,88.86,88.43,88.07,84.33,3024000,2421430.0,1.25,90.65,2.014,0.971,2.141,4.598,1,1,1,1,2.81,3.57,-2.64,53.8,,120.1,91.5,91.78,88.36,93.94,-55.0,False,False,False,False,True,True,True,1,1,2.53,1,2.014,3.005,5.21,-4.161,0.833,1,5.469,1.0,1,1,6.955,6.955,6.955
2026-01-13,ARES,Ares Management,169.21,173.19,169.8,158.82,2580300,1999425.0,1.29,169.92,0.42,-0.206,0.071,-0.503,0,1,1,1,0.09,-0.92,-2.91,51.6,,7.0,173.71,174.49,167.47,177.73,95.3,False,False,False,False,False,True,False,2,3,2.71,1,0.42,0.213,0.284,-3.848,-3.575,1,-4.06,2.0,1,1,2.423,2.423,2.423
2026-01-13,DXCM,Dexcom,70.25,69.43,67.56,64.88,8712100,4858895.0,1.79,69.7,-0.783,-0.66,0.433,1.951,0,0,0,1,-1.51,5.31,-1.03,61.2,,37.9,70.89,70.92,68.47,72.5,-19.8,False,False,False,False,False,True,False,2,16,3.01,1,-0.783,-1.438,-1.011,1.711,0.683,0,2.648,5.0,1,1,1.466,3.644,3.644
2026-01-13,DAL,Delta Air Lines,69.14,70.93,70.54,64.25,18342700,7326975.0,2.5,68.3,-1.212,4.161,-1.276,2.209,1,1,1,1,1.43,-1.77,-2.39,50.5,,34.7,67.92,71.18,67.92,72.96,70.8,False,False,True,False,False,True,False,2,5,2.55,1,-1.212,2.899,1.587,-4.217,-2.697,1,-0.548,1.0,1,1,3.375,3.375,3.375
2026-01-13,EFX,Equifax,216.97,218.95,218.41,214.98,1792400,1349280.0,1.33,219.18,1.016,-0.255,0.164,1.757,0,0,0,0,4.1,-2.34,-1.85,49.7,,-26.6,220.9,221.75,215.01,228.05,61.7,False,False,False,False,True,False,True,1,0,2.75,1,1.016,0.758,0.924,-5.11,-4.233,0,-2.551,,1,1,1.857,1.857,1.857
2026-01-13,NCLH,Norwegian Cruise Line Holdings,23.82,24.3,23.03,20.97,22282500,15581895.0,1.43,23.09,-3.065,-0.953,-3.76,2.455,0,0,0,0,0.66,-0.77,-2.14,62.4,,-15.3,24.18,24.79,23.5,25.13,35.6,True,False,False,False,False,True,False,0,9,3.4,1,-3.065,-3.988,-7.599,-7.451,-14.484,0,-12.385,,0,0,-0.168,-0.168,-0.168
2026-01-13,NOC,Northrop Grumman,623.5,606.35,584.76,573.38,1153800,913405.0,1.26,651.05,4.419,0.225,1.877,1.044,1,1,1,1,4.74,1.7,-0.61,64.9,,-12.9,637.12,637.75,617.7,637.75,-8.6,False,False,False,True,False,True,False,1,4,3.1,1,4.419,4.654,6.619,-1.44,5.084,1,6.181,1.0,1,1,7.063,7.874,7.874
2026-01-13,RCL,Royal Caribbean Group,290.17,300.62,289.18,276.43,2504900,2012195.0,1.24,277.85,-4.247,-0.437,-0.755,2.874,0,0,0,0,2.36,-3.33,-3.12,53.0,,-9.6,292.69,295.05,284.3,312.69,56.9,True,False,False,False,False,False,False,2,6,3.21,1,-4.247,-4.665,-5.385,-2.174,-7.442,0,-4.782,,0,0,-1.543,-1.543,-1.543
2026-01-14,ABNB,Airbnb,132.79,137.86,136.23,127.1,7681600,4160045.0,1.85,132.6,-0.143,-1.463,0.054,0.157,1,1,1,1,-0.55,1.13,-5.2,48.5,,21.9,139.5,139.65,130.15,141.4,87.0,False,False,False,False,False,True,False,3,17,2.51,2,-0.143,-1.604,-1.551,2.188,0.602,1,0.761,1.0,1,1,2.041,3.329,3.329
2026-01-14,APH,Amphenol,146.75,143.45,137.68,136.83,9420500,7500025.0,1.26,154.22,5.09,0.11,-1.334,-1.358,1,1,1,1,3.53,2.66,-1.49,62.9,,-20.5,148.17,148.69,144.38,149.11,16.9,False,False,False,True,False,True,False,0,1,2.83,2,5.09,5.206,3.802,1.49,5.349,1,3.918,1.0,1,1,6.494,7.353,7.353
2026-01-14,APTV,Aptiv,82.93,86.63,80.2,79.96,4331900,2208510.0,1.96,82.61,-0.386,-4.842,-1.832,-3.413,1,1,1,1,-2.08,1.64,-6.03,54.6,,-39.8,88.5,88.84,82.9,88.93,117.6,True,False,False,False,False,True,False,0,0,2.73,2,-0.386,-5.209,-6.946,4.017,-3.208,1,-6.512,1.0,1,1,2.46,2.46,2.46
2026-01-14,APA,APA Corporation,26.44,25.34,24.39,24.17,7819600,5199925.0,1.5,25.76,-2.548,-0.884,-1.668,-2.815,0,0,0,0,-1.11,3.21,3.77,61.8,,80.5,25.87,27.1,25.77,27.1,37.2,False,False,False,True,False,True,False,0,1,3.64,2,-2.548,-3.41,-5.021,4.694,-0.562,0,-3.361,,0,0,-1.574,-0.3,-0.3
2026-01-14,BIIB,Biogen,169.31,181.37,177.46,169.05,3635800,2311965.0,1.57,168.57,-0.437,-2.462,0.584,0.684,0,0,0,1,-1.06,-3.95,-5.04,40.2,,24.8,177.73,178.41,165.58,190.2,127.6,False,False,False,False,True,True,False,2,10,3.08,2,-0.437,-2.888,-2.321,4.378,1.955,1,2.652,4.0,1,1,0.284,3.532,3.532
2026-01-14,COP,ConocoPhillips,99.57,96.95,94.02,90.35,13563700,8107370.0,1.67,98.17,-1.405,-0.748,-2.719,-0.278,0,0,0,0,-2.06,1.01,4.02,61.4,,-23.1,95.85,101.13,95.85,102.18,72.4,False,False,False,True,False,True,False,3,8,3.18,2,-1.405,-2.143,-4.804,1.706,-3.179,0,-3.448,,1,1,0.179,0.179,0.179
2026-01-14,DXCM,Dexcom,69.7,69.35,67.76,64.93,5836400,4779280.0,1.22,69.24,-0.66,0.433,1.711,2.51,0,0,1,1,5.31,-1.03,-0.78,58.8,,-19.8,70.05,71.28,68.71,72.5,-33.0,False,False,False,False,False,True,False,2,17,3.19,2,-0.66,-0.23,1.478,1.951,3.458,1,6.055,3.0,1,1,2.339,9.01,9.01
2026-01-14,FANG,Diamondback Energy,152.82,148.63,147.62,147.22,2496800,1933735.0,1.29,149.92,-1.893,0.305,-1.705,-0.752,0,0,0,0,0.1,2.47,1.67,56.8,,-7.3,150.34,155.92,150.3,155.92,34.7,False,False,True,True,False,True,False,0,0,3.07,2,-1.893,-1.594,-3.272,2.892,-0.475,0,-1.223,,1,1,0.176,1.698,1.698
2026-01-14,DVN,Devon Energy,37.72,36.28,36.06,35.06,16721800,8500890.0,1.97,36.13,-4.219,-0.33,0.249,0.609,0,0,0,0,-0.11,3.14,2.93,58.7,,43.1,36.91,38.52,36.84,38.52,74.7,False,False,False,True,False,True,False,0,0,3.24,2,-4.219,-4.536,-4.299,4.023,-0.448,0,0.158,,1,1,0.844,1.266,1.266
2026-01-14,EXPE,Expedia Group,290.13,295.34,289.18,259.97,1824500,1429675.0,1.28,293.64,1.211,-3.116,-4.546,2.983,1,1,1,1,-1.62,2.9,-3.07,55.9,,6.1,298.41,298.87,280.84,303.14,38.8,True,False,False,False,False,True,False,4,45,2.54,2,1.211,-1.943,-6.4,-0.217,-6.603,1,-3.818,1.0,1,1,2.229,2.229,2.229
2026-01-14,IP,International Paper,42.42,42.21,39.88,39.49,5017100,4158545.0,1.21,43.23,1.914,-0.71,-3.898,-2.22,1,1,1,1,-2.26,0.47,0.66,63.9,,-5.1,42.6,43.06,41.9,43.06,28.7,False,False,False,True,False,True,False,0,1,2.63,2,1.914,1.19,-2.754,2.712,-0.117,1,-2.334,1.0,1,1,2.334,2.334,2.334
2026-01-14,KKR,KKR & Co.,131.84,132.64,131.35,125.56,6821200,3589005.0,1.9,131.08,-0.575,0.076,-6.483,-0.684,0,0,0,0,-0.51,-2.9,1.54,52.3,,-36.9,128.51,131.93,126.0,137.03,110.5,True,False,False,False,False,True,True,1,3,2.76,2,-0.575,-0.5,-6.95,1.164,-5.868,0,-6.511,,1,1,1.81,1.81,1.81
2026-01-14,RCL,Royal Caribbean Group,277.85,296.02,288.84,276.1,3102800,2005600.0,1.55,276.64,-0.437,-0.755,-2.174,2.801,1,1,1,1,-3.33,-3.12,-4.25,45.9,,56.9,284.48,285.7,272.95,312.69,23.9,False,False,False,False,False,False,False,2,7,3.48,2,-0.437,-1.189,-3.337,2.874,-0.558,1,2.227,1.0,1,1,2.56,2.814,2.814
2026-01-14,UAL,United Airlines Holdings,110.75,114.65,113.9,103.76,5083900,3916255.0,1.3,116.02,4.758,-2.181,-4.335,-0.505,1,1,1,1,-1.73,-0.76,-3.2,48.7,,35.1,113.0,114.9,109.72,119.21,11.7,False,False,False,False,False,True,False,2,24,2.76,2,4.758,2.474,-1.968,2.201,0.19,1,-0.316,1.0,1,1,5.011,5.011,5.011
2026-01-15,AKAM,Akamai Technologies,91.53,90.09,88.47,84.92,3259600,2408430.0,1.35,93.49,2.141,-4.161,4.598,-2.01,1,1,1,1,-2.64,2.01,0.97,59.7,,-20.0,90.62,91.72,89.75,93.94,34.8,False,False,False,True,False,True,True,1,3,2.65,3,2.141,-2.109,2.393,3.532,6.009,1,3.879,1.0,1,1,3.835,6.599,6.599
2026-01-15,APA,APA Corporation,25.76,25.47,24.49,24.24,7672900,5254395.0,1.46,25.54,-0.884,-1.668,4.694,0.978,0,0,1,1,3.21,3.77,-2.55,56.8,,37.2,26.02,26.02,25.16,27.1,-1.9,False,False,False,False,False,True,False,0,2,4.01,3,-0.884,-2.537,2.038,-2.815,-0.834,1,0.136,3.0,1,1,2.307,3.202,3.202
2026-01-15,FANG,Diamondback Energy,149.92,149.25,147.71,147.4,2404300,1906980.0,1.26,150.38,0.305,-1.705,2.892,1.429,0,1,1,1,2.47,1.67,-1.89,52.1,,34.7,151.28,152.19,148.66,155.92,-3.7,False,False,False,False,False,True,True,1,1,3.24,3,0.305,-1.406,1.445,-0.752,0.683,1,2.122,2.0,1,1,3.66,3.66,3.66
2026-01-15,DVN,Devon Energy,36.13,36.32,36.12,35.13,22437000,9107325.0,2.46,36.01,-0.33,0.249,4.023,1.738,0,1,1,1,3.14,2.93,-4.22,50.3,,74.7,37.07,38.04,35.78,38.52,34.2,True,False,False,False,False,True,True,1,1,3.76,3,-0.33,-0.083,3.937,0.609,4.57,1,6.388,2.0,1,1,5.727,7.902,7.902
2026-01-15,GEHC,GE HealthCare,82.51,85.35,84.27,79.99,5188400,2741705.0,1.89,81.75,-0.921,-3.572,2.88,-2.589,0,0,0,0,-2.45,0.63,-3.27,46.4,,39.4,84.21,84.28,82.43,89.73,37.4,False,False,False,False,False,True,False,3,7,2.72,3,-0.921,-4.46,-1.709,0.974,-0.751,0,-3.321,,1,1,0.23,0.848,0.848
2026-01-15,NCLH,Norwegian Cruise Line Holdings,22.87,23.73,23.17,20.97,18953900,15324310.0,1.24,22.01,-3.76,-7.451,2.455,0.528,0,0,0,0,-2.14,-3.06,-0.95,53.0,,-20.9,23.31,23.78,22.81,25.13,7.5,False,False,False,False,False,True,True,1,11,3.75,3,-3.76,-10.931,-8.745,-0.24,-8.964,0,-8.483,,1,1,0.568,0.568,0.568
2026-01-15,OXY,Occidental Petroleum,42.97,43.07,41.26,41.13,14135400,11321550.0,1.25,42.5,-1.089,-1.077,3.007,2.202,0,0,0,1,1.38,2.33,-2.59,57.1,,2.1,43.32,43.7,42.6,44.9,-1.5,True,False,False,False,False,True,False,0,0,3.13,3,-1.089,-2.154,0.788,-0.827,-0.046,0,2.154,5.0,1,1,1.784,3.035,3.035
2026-01-15,UAL,United Airlines Holdings,116.02,114.76,114.08,104.01,4661100,3830070.0,1.22,113.49,-2.181,-4.335,2.201,-2.409,0,0,0,0,-0.76,-3.2,4.76,58.1,,11.7,112.06,116.06,111.76,119.21,-8.3,False,False,False,True,False,True,False,2,25,2.81,3,-2.181,-6.421,-4.361,-0.505,-4.844,0,-7.137,,1,1,0.241,0.241,0.241
2026-01-16,ACN,Accenture,286.21,284.06,274.55,260.75,5702500,4048830.0,1.41,272.71,-4.717,2.937,1.557,-0.128,0,0,0,0,4.24,-0.27,-0.54,63.8,,-10.6,285.43,289.16,280.74,291.09,-0.7,False,False,False,True,False,True,False,1,5,2.87,4,-4.717,-1.918,-0.391,-1.41,-1.796,0,-1.922,,1,1,0.975,0.975,0.975
2026-01-16,AKAM,Akamai Technologies,93.49,91.16,88.77,85.21,4081100,2506385.0,1.63,89.6,-4.161,4.598,3.532,3.765,0,0,1,1,2.01,0.97,2.14,63.5,,34.8,93.14,95.04,92.57,95.04,25.2,False,False,True,True,False,True,False,1,4,2.8,4,-4.161,0.246,3.787,-2.01,1.701,1,5.53,3.0,1,1,4.364,6.097,6.097
2026-01-16,ALB,Albemarle Corporation,162.64,171.69,154.37,127.27,4817600,3190720.0,1.51,172.11,5.827,4.358,4.587,0.127,1,1,1,1,0.38,-2.12,-6.18,61.2,,23.8,165.79,166.07,161.36,178.7,53.2,True,False,False,False,False,True,False,1,45,4.68,4,5.827,10.439,15.505,0.632,16.235,1,16.382,1.0,1,1,16.033,18.045,18.045
2026-01-16,AMCR,Amcor,40.41,42.64,41.79,41.24,10280300,3859508.0,2.66,40.64,0.562,2.988,0.873,0.565,1,1,1,1,0.8,0.14,-7.29,40.9,,6.7,43.31,43.32,40.32,44.9,136.2,False,False,False,False,False,False,False,2,13,2.72,4,0.562,3.566,4.47,3.531,8.158,1,8.769,1.0,1,1,5.374,9.819,9.819
2026-01-16,APTV,Aptiv,78.61,83.85,80.55,79.83,4573200,2336370.0,1.96,77.17,-1.832,4.017,-3.413,0.745,0,1,1,1,-6.03,-0.39,-4.84,45.0,,-43.8,82.64,83.01,77.45,88.93,87.8,False,False,False,False,False,False,True,1,2,3.5,4,-1.832,2.112,-1.374,-1.367,-2.722,1,-1.997,2.0,1,1,4.033,4.033,4.033
2026-01-16,BX,Blackstone Inc.,161.62,157.14,155.02,148.71,4126600,3426605.0,1.2,152.14,-5.865,1.338,-0.68,-0.272,0,0,0,0,2.23,1.32,1.67,63.5,,-17.3,158.96,163.24,158.8,163.24,69.4,False,False,False,True,False,True,False,2,15,2.73,4,-5.865,-4.606,-5.254,-2.86,-7.963,0,-8.214,,0,0,-1.554,-1.554,-1.554
2026-01-16,CNC,Centene Corporation,45.75,46.27,43.21,39.13,7084400,5640500.0,1.26,45.76,0.022,-1.093,0.354,0.412,0,0,0,0,0.9,2.38,-3.22,64.6,,8.2,46.92,47.02,45.7,47.68,44.0,True,False,False,False,False,True,False,5,50,2.99,4,0.022,-1.071,-0.721,1.475,0.743,0,1.158,,1,1,1.137,1.705,1.705
2026-01-16,GLW,Corning Inc.,94.02,90.96,88.83,86.73,7146600,5133250.0,1.39,92.4,-1.73,1.026,0.813,1.768,0,0,0,0,0.37,3.64,0.76,64.1,,23.7,93.67,94.43,91.96,94.8,29.9,False,False,False,True,False,True,False,0,1,3.31,4,-1.73,-0.722,0.085,-1.039,-0.955,0,0.796,,1,1,1.539,1.539,1.539
2026-01-16,DXCM,Dexcom,69.54,69.94,68.09,64.94,7440200,4939820.0,1.51,70.73,1.711,1.951,2.51,0.659,1,1,1,1,-0.78,-0.66,0.43,57.8,,-3.4,69.35,70.38,69.02,72.5,32.0,True,False,True,False,False,True,False,3,19,3.3,4,1.711,3.696,6.299,-1.434,4.774,1,5.464,1.0,1,1,9.261,9.261,9.261
2026-01-16,FFIV,"F5, Inc.",268.22,270.01,264.62,255.19,2542600,1152900.0,2.21,259.7,-3.176,0.712,0.172,3.159,0,0,0,0,-0.87,2.45,-2.11,55.8,,56.2,273.99,275.66,266.0,280.75,114.1,True,False,False,False,False,False,False,3,7,2.85,4,-3.176,-2.487,-2.319,-1.046,-3.341,0,-0.287,,0,1,-0.302,0.022,0.022
2026-01-16,GEHC,GE HealthCare,81.75,84.25,84.24,80.09,6127100,2893020.0,2.12,78.83,-3.572,2.88,0.974,0.627,0,0,0,0,0.63,-3.27,-0.92,44.3,,37.4,82.69,82.7,81.15,89.73,18.1,False,False,False,False,False,True,False,3,8,2.82,4,-3.572,-0.795,0.171,-2.589,-2.422,0,-1.81,,1,1,1.786,1.786,1.786
2026-01-16,GILD,Gilead Sciences,124.2,122.23,122.22,121.48,10638900,6405765.0,1.66,123.44,-0.616,4.004,1.572,1.361,0,1,1,1,1.9,-2.26,3.01,55.1,,42.9,123.1,124.41,121.41,126.69,59.7,False,False,False,True,False,True,True,1,0,2.58,4,-0.616,3.362,4.988,3.653,8.822,1,10.303,2.0,1,1,6.557,10.504,10.504
2026-01-16,NCLH,Norwegian Cruise Line Holdings,22.01,23.23,23.19,20.94,22727000,15460975.0,1.47,20.37,-7.451,2.455,-0.24,-0.669,0,0,0,0,-3.06,-0.95,-3.76,45.9,,7.5,22.9,23.0,21.94,25.13,19.9,False,False,False,False,False,False,True,1,12,4.02,4,-7.451,-5.179,-5.407,0.528,-4.907,0,-5.543,,0,0,-3.09,-3.09,-3.09
2026-01-16,OKE,Oneok,73.39,73.07,72.1,70.27,4680000,3540800.0,1.32,73.06,-0.457,2.376,3.614,-0.641,0,1,1,1,2.15,-3.3,1.43,55.2,,-1.9,71.59,73.62,71.44,75.69,-3.2,False,False,False,False,False,True,True,1,2,2.58,4,-0.457,1.909,5.591,-0.713,4.839,1,4.167,2.0,1,1,5.753,7.567,7.567
2026-01-16,UNH,UnitedHealth Group,328.47,333.28,332.19,330.05,8039100,6194890.0,1.3,335.82,2.239,2.754,1.932,-1.297,1,1,1,1,0.31,1.19,-2.34,46.6,,20.9,332.28,333.61,327.88,349.89,15.8,False,False,False,False,False,False,True,1,5,2.67,4,2.239,5.054,7.084,0.505,7.625,1,6.229,1.0,1,1,7.229,8.111,8.111
2026-01-20,ACN,Accenture,272.71,282.41,274.69,261.14,5656100,3985475.0,1.42,280.72,2.937,1.557,-1.41,-1.749,1,1,1,1,-0.27,-0.54,-4.72,49.4,,-0.7,282.44,287.27,272.22,291.09,-0.8,False,False,False,False,False,True,False,2,6,3.32,1,2.937,4.54,3.066,-0.128,2.934,1,1.133,1.0,1,1,5.973,5.973,5.973
2026-01-20,AKAM,Akamai Technologies,89.6,90.83,88.82,85.45,3335500,2576415.0,1.29,93.72,4.598,3.532,-2.01,4.662,1,1,1,1,0.97,2.14,-4.16,52.8,,25.2,92.08,92.78,89.23,95.04,-18.3,True,False,False,False,False,True,False,2,5,3.17,1,4.598,8.292,6.116,3.765,10.112,1,15.246,1.0,1,1,8.895,17.165,17.165
2026-01-20,AMZN,Amazon,231.0,237.51,235.9,233.36,47737900,38204185.0,1.25,231.31,0.134,1.31,2.057,2.626,0,1,1,1,0.65,0.39,-3.4,44.7,,6.7,233.76,235.09,229.34,248.94,4.0,False,False,False,False,False,True,True,1,7,2.62,1,0.134,1.446,3.532,-0.309,3.212,1,5.922,2.0,1,1,4.091,6.009,6.009
2026-01-20,AMCR,Amcor,40.64,42.27,41.76,41.25,9774100,4167314.0,2.35,41.85,2.988,0.873,3.531,0.427,1,1,1,1,0.14,-7.29,0.56,42.6,,136.2,41.53,41.6,40.4,44.9,-4.9,False,False,False,False,True,False,False,2,14,2.78,1,2.988,3.886,7.554,0.565,8.161,1,8.623,1.0,1,1,7.846,9.206,9.206
2026-01-20,ADI,Analog Devices,294.75,297.51,285.41,261.68,4321000,3391245.0,1.27,304.02,3.145,1.164,-0.946,-0.059,1,1,1,1,1.38,-0.61,-1.53,62.3,,4.3,296.06,301.09,292.9,308.21,1.4,True,False,True,False,True,True,False,1,9,2.61,1,3.145,4.346,3.358,-0.52,2.821,1,2.76,1.0,1,1,6.044,6.044,6.044
2026-01-20,APTV,Aptiv,77.17,81.91,80.53,79.71,2859700,2356670.0,1.21,80.27,4.017,-3.413,-1.367,1.259,1,1,1,1,-0.39,-4.84,-1.83,42.3,,87.8,77.27,78.13,76.89,88.93,-37.5,False,False,True,False,True,False,True,1,3,3.66,1,4.017,0.467,-0.907,0.745,-0.168,1,1.089,1.0,1,1,5.974,5.974,5.974
2026-01-20,BAX,Baxter International,19.37,19.86,19.72,19.25,11486200,8572955.0,1.34,19.7,1.703,1.826,-1.146,-0.407,1,1,1,1,2.67,-1.28,-3.63,46.9,,-14.3,19.93,19.93,19.35,21.24,50.4,False,False,False,False,False,False,False,2,5,3.47,1,1.703,3.56,2.374,-0.958,1.393,1,0.98,1.0,1,1,5.521,5.521,5.521
2026-01-20,BLK,BlackRock,1103.9,1116.04,1089.92,1069.07,1026100,668965.0,1.53,1121.61,1.604,1.052,-0.861,-1.324,1,1,1,1,5.93,0.56,-4.57,53.7,,-19.7,1137.67,1142.0,1099.87,1174.82,-8.8,True,False,False,False,False,True,False,2,9,2.61,1,1.604,2.673,1.789,-0.741,1.035,1,-0.303,1.0,1,1,3.421,3.421,3.421
2026-01-20,BX,Blackstone Inc.,152.14,156.62,155.03,148.6,4107700,3411115.0,1.2,154.18,1.338,-0.68,-2.86,-1.106,1,1,1,1,1.32,1.67,-5.87,47.4,,69.4,158.25,159.11,152.04,163.24,-0.5,False,False,False,False,False,False,False,3,16,3.28,1,1.338,0.65,-2.229,-0.272,-2.495,1,-3.574,1.0,1,1,2.586,2.586,2.586
2026-01-20,CMG,Chipotle Mexican Grill,39.0,39.86,38.62,35.47,22784400,16106890.0,1.41,40.72,4.41,-0.442,0.814,-0.176,1,1,1,1,-0.57,-0.99,-2.4,57.0,,-5.5,39.43,40.27,38.91,40.84,80.1,True,False,True,False,False,True,False,2,12,2.89,1,4.41,3.949,4.795,-2.814,1.846,1,1.667,1.0,1,1,6.205,6.205,6.205
2026-01-20,CMCSA,Comcast,28.16,28.18,27.76,26.36,50568300,33314839.0,1.52,28.89,2.592,1.177,0.239,-2.48,1,1,1,1,-0.25,-1.87,1.22,57.4,,24.2,27.83,28.58,27.69,28.98,31.0,True,False,False,True,False,True,False,3,13,2.56,1,2.592,3.8,4.048,0.444,4.51,1,1.918,1.0,1,1,4.545,4.759,4.759
2026-01-20,COP,ConocoPhillips,94.78,97.13,94.75,90.91,10796700,8164320.0,1.32,96.4,1.706,-0.278,1.517,1.442,1,1,1,1,-1.41,-0.75,-2.72,50.6,,19.8,96.85,97.91,94.25,102.18,20.8,True,False,False,False,False,True,False,4,11,3.6,1,1.706,1.424,2.963,0.102,3.067,1,4.554,1.0,1,1,4.072,4.617,4.617
2026-01-20,DG,Dollar General,146.63,149.86,141.58,120.57,4301500,3260640.0,1.32,147.16,0.361,-1.74,1.604,-1.776,0,0,0,1,0.52,-1.97,-1.42,64.3,,25.2,148.6,151.26,145.83,154.75,12.7,True,False,False,False,False,True,False,1,33,3.0,1,0.361,-1.384,0.198,2.321,2.523,1,0.702,4.0,1,1,1.794,4.167,4.167
2026-01-20,EBAY,eBay Inc.,90.4,93.41,89.07,85.9,6154000,4332380.0,1.42,92.51,2.337,1.142,-0.288,0.826,1,1,1,1,1.75,-3.16,-2.5,54.7,,-6.6,92.26,92.89,90.32,97.64,23.3,True,False,False,False,True,True,True,1,6,2.71,1,2.337,3.506,3.208,0.865,4.101,1,4.961,1.0,1,1,3.892,5.766,5.766
2026-01-20,ELV,Elevance Health,364.81,371.19,358.53,338.27,1573800,1278840.0,1.23,367.61,0.768,0.638,-0.317,-14.329,0,0,0,1,2.44,-1.85,-2.08,56.2,,-29.8,367.8,373.7,363.82,380.65,46.4,True,False,True,False,False,True,False,3,23,2.61,1,0.768,1.411,1.09,1.582,2.689,1,-12.025,4.0,1,1,1.613,3.1,3.1
2026-01-20,EL,Estée Lauder Companies (The),114.1,115.13,109.65,100.4,3880000,3159510.0,1.23,117.5,2.979,1.374,-1.506,0.043,1,1,1,1,-1.08,-0.52,-0.51,63.7,,-27.3,112.65,114.47,112.15,119.06,33.2,True,False,False,False,False,True,False,2,29,2.91,1,2.979,4.395,2.822,-1.105,1.686,1,1.73,1.0,1,1,5.076,5.076,5.076
2026-01-20,FAST,Fastenal,42.39,42.71,41.54,41.07,19630200,8788820.0,2.23,44.36,4.669,0.381,-1.987,0.503,1,1,1,1,2.62,0.48,-2.56,55.5,,59.6,41.72,42.56,41.03,43.78,14.8,True,False,False,False,False,False,False,2,4,2.75,1,4.669,5.068,2.98,-0.365,2.604,1,3.121,1.0,1,1,5.467,5.467,5.467
2026-01-20,GEV,GE Vernova,684.86,660.98,659.46,618.63,3901900,2619765.0,1.49,667.89,-2.478,-0.931,-0.588,4.011,0,0,0,0,-0.3,6.12,0.49,58.8,,108.2,668.12,701.0,664.54,701.0,-21.8,False,False,False,True,False,True,True,1,0,3.79,1,-2.478,-3.386,-3.954,1.248,-2.755,0,1.145,,1,1,0.758,1.685,1.685
2026-01-20,GILD,Gilead Sciences,123.44,122.53,122.35,121.54,9152600,6573625.0,1.39,128.38,4.004,1.572,3.653,2.315,1,1,1,1,-2.26,3.01,-0.62,53.4,,59.7,123.1,125.53,121.59,126.69,-14.0,False,False,False,True,False,True,True,1,1,2.76,1,4.004,5.639,9.497,1.361,10.988,1,13.557,1.0,1,1,9.795,14.153,14.153
2026-01-20,GE,GE Aerospace,311.89,320.24,317.48,304.9,10372200,4368750.0,2.37,318.04,1.972,-7.378,-0.383,0.817,1,1,1,1,0.33,1.62,-3.93,49.0,,1.6,321.28,323.41,309.21,332.31,152.4,False,False,False,False,False,True,False,2,11,2.85,1,1.972,-5.552,-5.913,0.405,-5.532,1,-4.761,1.0,1,1,2.558,2.558,2.558
2026-01-20,HSIC,Henry Schein,77.73,77.57,77.25,73.46,1498600,1224285.0,1.22,78.94,1.557,-0.595,-1.606,-0.928,0,1,1,1,2.39,2.43,-2.81,54.4,,38.2,79.69,79.8,77.53,80.1,-22.2,False,False,False,False,False,True,True,1,1,2.72,1,1.557,0.952,-0.669,0.492,-0.18,1,-1.106,2.0,1,1,2.2,2.2,2.2
