date,ticker,name,close,sma5,sma20,sma60,volume,volume_ma20,volume_ratio,next_close,ret_1d,ret_2d,ret_3d,ret_5d,hit_3pct_1d,hit_3pct_2d,hit_3pct_3d,hit_3pct_5d,prev_prev_day_change_pct,prev_day_change_pct,day_change_pct,rsi,recent_high,volume_change_pct,open_price,high_price,low_price,hh20,vol_today_vs_yday_pct,is_pullback,is_breakout,long_upper_wick,is_high_zone,big_bearish_yesterday,weekly_sma20_ok,first_sma20_touch,sma20_touch_count,trend_start_days_ago,day_of_week,atr_pct,cum_ret_1d,cum_ret_2d,cum_ret_3d,ret_4d,cum_ret_4d,hit_3pct_4d,cum_ret_5d,days_to_target,pos_within_3d,pos_within_5d,max_ret_3d,max_ret_5d
2026-04-23,1407,ウエストホールディングス,2356.0,2286.4,1987.0,1776.6,1043700,833730.0,1.25,2548.0,8.149,3.493,4.513,0.243,1,1,1,1,0.39,-0.79,3.79,74.2,,-40.5,2320.0,2424.0,2310.0,2424.0,90.1,False,False,True,True,False,False,False,3,20,3,,8.149,11.927,16.978,4.39,22.114,1,22.411,1.0,1,1,17.233,31.154
2026-04-23,1435,ｒｏｂｏｔ　ｈｏｍｅ,206.7,218.0,206.5,193.8,690200,698450.0,0.99,203.7,-1.442,-0.976,0.985,-0.495,0,0,0,0,1.35,-3.54,-4.59,50.6,,19.7,215.7,217.6,206.7,234.5,1.4,True,False,False,False,True,False,False,2,15,3,,-1.442,-2.404,-1.442,-1.463,-2.885,0,-3.365,,1,1,1.923,1.923
2026-04-23,1721,コムシスホールディングス,5557.0,5509.4,5243.4,5220.8,860200,567335.0,1.52,5554.0,-0.054,0.882,4.123,0.248,0,0,1,1,1.46,-0.2,0.14,65.0,,0.2,5549.0,5664.0,5479.0,5664.0,1.9,False,False,True,True,False,False,False,0,1,3,,-0.054,0.828,4.985,-3.205,1.62,1,1.872,3.0,1,1,5.021,5.021
2026-04-23,1951,エクシオグループ,2852.0,2824.8,2782.0,2739.9,646300,508450.0,1.27,2868.5,0.579,-1.028,2.783,0.226,0,0,0,0,-0.25,0.39,0.92,59.2,,-23.4,2808.0,2853.5,2803.5,2880.0,56.0,False,False,False,True,False,False,False,2,9,3,,0.579,-0.456,2.314,-1.508,0.771,0,0.999,,1,1,2.7,2.7
2026-04-23,2160,ジーエヌアイグループ,3130.0,3326.0,3206.2,3001.6,1160700,951135.0,1.22,3130.0,0.0,-0.639,1.768,3.425,0,0,0,0,-1.45,-2.65,-5.15,47.8,,-11.7,3270.0,3275.0,3110.0,3515.0,31.8,False,False,False,False,False,False,False,3,11,3,,0.0,-0.639,1.118,-7.741,-6.709,0,-3.514,,1,1,1.757,1.757
2026-04-23,2195,アミタホールディングス,570.0,525.8,509.2,401.2,2885000,2264355.0,1.27,547.0,-4.035,-4.388,4.589,-8.466,0,0,0,0,17.17,2.01,2.33,62.3,,2566.9,540.0,623.0,535.0,675.0,66.7,False,False,True,False,True,False,False,1,16,3,,-4.035,-8.246,-4.035,3.656,-0.526,0,-8.947,,1,1,0.877,2.105
2026-04-23,2334,イオレ,423.0,428.2,404.3,402.8,928700,963580.0,0.96,415.0,-1.891,2.651,9.624,-0.397,0,1,1,1,-0.46,-0.7,-0.7,57.4,,167.4,428.0,432.0,415.0,452.0,-44.9,True,False,False,False,False,False,False,0,0,3,,-1.891,0.709,10.402,7.923,19.149,1,18.676,2.0,1,1,11.584,24.823
2026-04-23,2337,いちご,513.0,514.6,494.1,459.2,1104200,948740.0,1.16,515.0,0.39,-0.777,-0.783,-0.8,0,0,0,0,-2.1,-0.78,0.79,63.5,,13.1,509.0,517.0,507.0,529.0,14.3,True,False,False,False,False,False,False,2,13,3,,0.39,-0.39,-1.17,-1.381,-2.534,0,-3.314,,1,1,0.975,0.975
2026-04-23,2371,カカクコム,2621.0,2228.1,2149.7,1934.8,1732900,1791485.0,0.97,2750.0,4.922,-4.545,0.343,-1.507,1,1,1,1,-2.42,0.95,23.57,75.7,,13.3,2150.0,2621.0,2115.0,2621.0,5.8,False,True,False,True,False,False,False,2,13,3,,4.922,0.153,0.496,-0.494,0.0,1,-1.507,1.0,1,1,9.329,9.329
2026-04-23,2432,ディー・エヌ・エー,2625.5,2694.5,2611.0,2554.1,1233500,1441175.0,0.86,2570.5,-2.095,-0.486,1.622,1.931,0,0,0,0,-1.42,-1.52,-1.33,51.6,,-9.8,2650.0,2650.5,2603.0,2789.5,29.8,True,False,False,False,False,False,True,1,7,3,,-2.095,-2.571,-0.99,-2.366,-3.333,0,-1.466,,0,0,-0.743,-0.743
