date,ticker,name,close,sma5,sma20,sma60,volume,volume_ma20,volume_ratio,next_close,ret_1d,ret_2d,ret_3d,ret_5d,hit_3pct_1d,hit_3pct_2d,hit_3pct_3d,hit_3pct_5d,prev_prev_day_change_pct,prev_day_change_pct,day_change_pct,rsi,recent_high,volume_change_pct,open_price,high_price,low_price,hh20,vol_today_vs_yday_pct,is_pullback,is_breakout,long_upper_wick,is_high_zone,big_bearish_yesterday,weekly_sma20_ok,first_sma20_touch,sma20_touch_count,trend_start_days_ago,day_of_week,atr_pct,cum_ret_1d,cum_ret_2d,cum_ret_3d,ret_4d,cum_ret_4d,hit_3pct_4d,cum_ret_5d,days_to_target,pos_within_3d,pos_within_5d,max_ret_3d,max_ret_5d
2026-03-23,1407,ウエストホールディングス,1670.0,1808.6,1707.0,1608.3,910300,644090.0,1.41,1723.0,3.174,4.469,-4.667,4.429,1,1,1,1,0.33,-5.46,-4.57,48.0,,32.2,1670.0,1693.0,1604.0,2050.0,-0.0,False,False,False,False,False,False,False,2,5,0,,3.174,7.784,2.754,0.0,2.754,1,7.305,1.0,1,1,8.743,8.743
2026-03-23,1514,住石ホールディングス,854.7,962.1,927.2,766.0,2495900,2909135.0,0.86,845.9,-1.032,3.476,-3.807,8.999,1,1,1,1,-2.51,-7.03,-7.14,46.7,,16.6,922.3,970.4,846.9,1176.2,1.5,False,False,False,False,True,False,False,2,6,0,,-1.032,2.408,-1.491,17.462,15.711,1,26.124,1.0,1,1,4.243,33.846
2026-03-23,1605,ＩＮＰＥＸ,4410.8,4473.7,4055.7,3534.4,16560400,12823990.0,1.29,4446.2,0.803,-1.66,5.468,-0.163,0,1,1,1,3.73,0.53,-4.62,65.9,,35.7,4458.0,4532.8,4320.2,4723.6,8.2,True,False,False,False,False,False,False,2,18,0,,0.803,-0.87,4.551,4.544,9.302,1,9.123,2.0,1,1,4.729,10.529
2026-03-23,1663,Ｋ＆Ｏエナジーグループ,2501.4,2590.0,2570.1,2235.5,670400,476790.0,1.41,2526.0,0.984,1.365,0.577,8.015,0,1,1,1,2.11,-0.94,-3.79,50.8,,103.3,2530.9,2535.8,2395.5,2762.3,54.5,False,False,False,False,False,False,False,2,18,0,,0.984,2.362,2.953,0.191,3.15,1,11.417,2.0,1,1,6.102,12.008
2026-03-23,1662,石油資源開発,2441.1,2557.1,2426.9,2039.7,5263600,4706770.0,1.12,2477.4,1.49,-2.54,5.619,2.864,1,1,1,1,2.3,-4.57,-4.17,54.7,,8.0,2547.2,2582.6,2402.7,2771.4,-19.7,True,False,False,False,True,False,False,3,18,0,,1.49,-1.087,4.47,2.699,7.29,1,10.362,1.0,1,1,5.195,11.263
2026-03-23,2120,ＬＩＦＵＬＬ,200.0,208.8,207.4,191.7,1362300,1189700.0,1.15,205.0,2.5,-0.976,-0.985,-4.902,1,1,1,1,-1.39,-4.23,-1.96,48.0,,28.4,200.0,202.0,195.0,218.0,22.4,False,False,False,False,False,False,True,1,2,0,,2.5,1.5,0.5,1.493,2.0,1,-3.0,1.0,1,1,4.0,4.0
2026-03-23,2222,寿スピリッツ,1875.5,1912.3,1896.2,1860.4,657900,603655.0,1.09,1906.4,1.65,0.927,0.459,-3.964,0,1,1,1,3.74,-2.56,-2.53,47.9,,2.1,1894.2,1916.7,1866.6,1979.1,-3.2,False,False,False,False,False,False,True,1,2,0,,1.65,2.592,3.064,-0.152,2.907,1,-1.172,2.0,1,1,3.954,4.687
2026-03-23,2269,明治ホールディングス,3808.6,3927.6,3878.3,3688.2,1585200,1413500.0,1.12,3879.6,1.865,0.458,-0.886,-0.321,0,1,1,1,0.15,-3.23,-1.76,47.8,,60.5,3864.8,3865.8,3800.7,4022.7,-4.8,False,False,False,False,True,False,False,2,4,0,,1.865,2.332,1.425,0.715,2.15,1,1.822,2.0,1,1,3.42,3.42
2026-03-23,2321,ソフトフロントホールディングス,237.0,323.2,303.6,235.2,2964400,3625690.0,0.82,228.0,-3.797,7.895,-10.569,0.0,1,1,1,1,5.92,-6.76,-25.24,42.2,,-48.7,305.0,314.0,237.0,449.0,103.0,False,False,False,False,False,False,True,1,11,0,,-3.797,3.797,-7.173,-0.455,-7.595,1,-7.595,1.0,1,1,3.797,3.797
2026-03-23,2337,いちご,454.0,481.8,460.8,433.4,1712500,1611510.0,1.06,460.0,1.322,2.826,0.0,-0.421,1,1,1,1,-0.4,-2.03,-6.0,48.5,,-2.9,470.0,471.0,450.0,508.0,72.8,False,False,False,False,False,False,False,3,18,0,,1.322,4.185,4.185,0.423,4.626,1,4.185,1.0,1,1,4.846,5.507
