date,ticker,name,close,sma5,sma20,sma60,volume,volume_ma20,volume_ratio,next_close,ret_1d,ret_2d,ret_3d,ret_5d,hit_3pct_1d,hit_3pct_2d,hit_3pct_3d,hit_3pct_5d,prev_prev_day_change_pct,prev_day_change_pct,day_change_pct,rsi,recent_high,volume_change_pct,open_price,high_price,low_price,hh20,vol_today_vs_yday_pct,is_pullback,is_breakout,long_upper_wick,is_high_zone,big_bearish_yesterday,weekly_sma20_ok,first_sma20_touch,sma20_touch_count,trend_start_days_ago,day_of_week,atr_pct,cum_ret_1d,cum_ret_2d,cum_ret_3d,ret_4d,cum_ret_4d,hit_3pct_4d,cum_ret_5d,days_to_target,pos_within_3d,pos_within_5d,max_ret_3d,max_ret_5d
2026-02-24,1333,Ｕｍｉｏｓ,1497.1,1482.1,1423.3,1321.6,792500,699360.0,1.13,1511.8,0.983,-0.162,3.088,-3.45,0,0,1,1,1.23,-2.23,2.25,68.7,,21.0,1476.9,1501.0,1456.3,1505.9,-12.9,False,False,False,True,False,False,False,3,20,1,,0.983,0.819,3.933,-0.378,3.54,1,-0.033,3.0,1,1,4.163,4.163
2026-02-24,1332,ニッスイ,1481.5,1482.0,1395.2,1246.9,1136400,1881835.0,0.6,1484.9,0.233,0.133,2.821,-4.712,0,0,1,1,1.17,-3.03,2.0,68.0,,3.1,1468.7,1494.3,1453.8,1541.2,-16.6,True,False,False,False,False,False,False,0,19,1,,0.233,0.366,3.198,0.71,3.931,1,-0.966,3.0,1,1,3.464,4.597
2026-02-24,1514,住石ホールディングス,877.3,1017.0,832.8,646.2,3177400,4468610.0,0.71,833.2,-5.028,1.529,6.837,-3.601,0,0,1,1,-6.76,-12.39,2.87,52.9,,-46.9,866.5,908.6,836.1,1526.1,2.2,True,False,False,False,False,False,False,3,20,1,,-5.028,-3.575,3.017,5.423,8.603,1,4.693,3.0,1,1,4.134,13.855
2026-02-24,1662,石油資源開発,2280.8,2247.8,2054.2,1726.7,2351800,3203765.0,0.73,2234.6,-2.026,-1.276,6.283,-3.26,0,0,0,1,5.04,0.9,-1.57,69.4,,13.3,2327.0,2348.6,2243.5,2467.6,-4.6,False,False,False,False,False,False,False,2,20,1,,-2.026,-3.276,2.802,11.908,15.043,1,11.293,4.0,1,1,2.888,17.112
2026-02-24,1605,ＩＮＰＥＸ,3708.0,3653.8,3556.8,3287.1,6024800,6413545.0,0.94,3620.0,-2.373,1.796,3.121,-0.347,0,0,0,1,3.36,-1.13,0.84,59.7,,14.5,3747.0,3748.0,3621.0,4002.0,-32.2,False,False,False,False,False,False,False,2,20,1,,-2.373,-0.62,2.481,6.079,8.711,1,8.333,4.0,1,1,2.481,13.538
2026-02-24,1719,安藤・間,2046.5,2061.1,2034.6,1924.5,818400,912520.0,0.9,2053.8,0.359,0.024,2.05,-2.073,0,0,0,0,-0.07,-0.24,-1.04,55.9,,22.0,2072.9,2075.9,2028.9,2222.8,20.2,True,False,False,False,False,False,False,3,20,1,,0.359,0.383,2.44,-1.985,0.407,0,-1.675,,1,1,2.44,2.44
2026-02-24,1726,ビーアールホールディングス,528.0,528.4,453.3,380.1,1057900,769930.0,1.37,528.0,0.0,0.0,0.189,-0.377,0,0,0,0,-0.19,0.0,0.0,93.2,,-58.2,529.0,529.0,528.0,531.0,136.7,True,False,False,True,False,False,False,0,11,1,,0.0,0.0,0.189,0.189,0.379,0,0.0,,1,1,0.379,0.379
2026-02-24,1721,コムシスホールディングス,5587.6,5448.3,5095.9,4676.0,623000,576370.0,1.08,5553.1,-0.618,-0.426,2.783,-1.715,0,0,0,0,1.15,-0.5,2.48,79.6,,-18.5,5500.8,5599.4,5417.0,5599.4,45.6,False,False,False,True,False,False,False,1,12,1,,-0.618,-1.041,1.712,-1.84,-0.159,0,-1.871,,1,1,2.348,2.348
2026-02-24,1783,ｆａｎｔａｓｉｓｔａ,72.0,67.8,65.8,62.0,3362000,1176940.0,2.86,73.0,1.389,-6.849,2.941,-2.899,0,0,0,0,0.0,3.03,5.88,70.1,,59.6,68.0,74.0,68.0,74.0,138.9,False,False,False,True,False,False,False,1,3,1,,1.389,-5.556,-2.778,-1.429,-4.167,0,-6.944,,1,1,2.778,2.778
2026-02-24,1803,清水建設,3429.8,3361.6,3084.6,2814.4,3780800,3839975.0,0.98,3403.3,-0.774,-1.357,2.254,-1.761,0,0,0,1,2.23,-0.89,1.1,69.3,,9.2,3380.7,3438.7,3285.4,3520.3,20.6,False,False,False,True,False,False,False,1,12,1,,-0.774,-2.12,0.086,2.433,2.521,0,0.716,5.0,1,1,1.662,3.668
