date,ticker,name,close,sma5,sma20,sma60,volume,volume_ma20,volume_ratio,next_close,ret_1d,ret_2d,ret_3d,ret_5d,hit_3pct_1d,hit_3pct_2d,hit_3pct_3d,hit_3pct_5d,prev_prev_day_change_pct,prev_day_change_pct,day_change_pct,rsi,recent_high,volume_change_pct,open_price,high_price,low_price,hh20,vol_today_vs_yday_pct,is_pullback,is_breakout,long_upper_wick,is_high_zone,big_bearish_yesterday,weekly_sma20_ok,first_sma20_touch,sma20_touch_count,trend_start_days_ago,day_of_week,atr_pct,cum_ret_1d,cum_ret_2d,cum_ret_3d,ret_4d,cum_ret_4d,hit_3pct_4d,cum_ret_5d,days_to_target,pos_within_3d,pos_within_5d,max_ret_3d,max_ret_5d
2025-12-22,1333,マルハニチロ,1255.9,1254.5,1232.1,1172.2,506100,520740.0,0.97,1265.8,0.783,0.337,0.207,-0.164,0,0,0,1,1.16,1.39,-1.26,60.3,,12.7,1277.3,1278.2,1254.0,1278.2,-23.3,False,False,False,True,False,False,False,1,21,0,,0.783,1.123,1.332,1.881,3.238,1,3.069,4.0,1,1,1.802,3.97
2025-12-22,1414,ショーボンドホールディングス,1257.0,1259.5,1253.0,1220.4,1041600,1035380.0,1.01,1277.7,1.644,-0.231,0.29,3.205,0,0,0,1,0.45,0.06,-0.35,53.8,,27.4,1271.0,1271.0,1256.0,1279.4,-3.1,True,False,False,True,False,False,False,2,17,0,,1.644,1.41,1.703,0.693,2.408,0,5.69,5.0,1,1,2.134,6.406
2025-12-22,1515,日鉄鉱業,2146.4,2063.9,1942.6,1783.6,602900,360590.0,1.67,2157.3,0.507,4.033,-2.026,3.029,0,1,1,1,-3.06,-1.89,7.48,65.5,,112.9,2096.0,2163.2,2038.6,2198.8,7.0,False,False,False,True,True,False,False,0,11,0,,0.507,4.56,2.441,0.944,3.409,1,6.541,2.0,1,1,6.357,8.107
2025-12-22,1662,石油資源開発,1519.5,1463.1,1423.4,1336.8,2364200,1682725.0,1.4,1516.5,-0.196,0.72,0.26,0.979,0,0,0,0,11.55,2.36,-1.98,65.1,,95.9,1549.3,1560.2,1503.6,1634.6,-76.3,False,False,False,False,False,False,False,1,2,0,,-0.196,0.523,0.784,-0.713,0.065,0,1.045,,1,1,2.613,2.613
2025-12-22,1801,大成建設,14536.7,14279.6,13674.6,11943.8,908000,982400.0,0.92,14630.6,0.646,-0.237,0.982,1.667,0,0,0,0,-0.42,4.06,-1.01,69.7,,80.7,14724.6,14774.0,14536.7,14774.0,-24.6,False,False,False,True,False,False,False,1,21,0,,0.646,0.408,1.395,-1.375,0.0,0,1.667,,1,1,1.565,2.823
2025-12-22,1802,大林組,3227.5,3222.3,3154.4,2773.5,2937900,2610090.0,1.13,3231.4,0.122,0.428,0.579,-0.061,0,0,0,0,0.52,1.5,-1.33,66.9,,103.3,3270.0,3273.9,3227.5,3287.8,-32.1,False,False,False,True,False,False,False,2,21,0,,0.122,0.551,1.133,-0.666,0.459,0,0.398,,1,1,1.286,2.051
2025-12-22,1808,長谷工コーポレーション,3044.5,3035.1,2954.8,2677.9,643800,925680.0,0.7,3034.7,-0.324,-0.032,1.656,-0.096,0,0,0,0,0.16,1.37,-0.61,68.3,,122.6,3063.2,3078.0,3028.8,3078.0,-61.0,False,False,False,True,False,False,False,1,21,0,,-0.324,-0.356,1.294,-0.511,0.776,0,0.679,,1,1,1.747,2.491
2025-12-22,1812,鹿島建設,5817.3,5780.8,5694.9,5117.5,2043400,1762435.0,1.16,5832.2,0.255,-0.847,-0.102,0.326,0,0,0,0,-0.84,3.54,-1.67,61.0,,89.5,5875.6,5897.3,5802.5,5967.4,-27.5,False,False,False,True,False,False,False,2,21,0,,0.255,-0.594,-0.696,-0.359,-1.052,0,-0.73,,1,1,0.577,0.577
2025-12-22,1860,戸田建設,1243.3,1226.2,1204.6,1092.5,649100,611390.0,1.06,1240.4,-0.237,0.357,0.158,0.633,0,0,0,0,0.98,1.9,0.12,68.1,,28.8,1245.8,1252.7,1237.4,1265.0,6.0,False,False,False,True,False,False,False,1,21,0,,-0.237,0.119,0.277,-0.355,-0.079,0,0.554,,1,1,0.83,2.254
2025-12-22,1928,積水ハウス,3351.2,3358.2,3357.1,3292.4,1884900,2036015.0,0.93,3358.0,0.205,0.087,1.428,0.921,0,0,0,0,0.88,-0.41,-0.18,51.3,,16.2,3357.0,3366.8,3341.4,3424.6,-36.7,False,False,False,False,False,False,True,1,15,0,,0.205,0.292,1.724,-0.201,1.52,0,2.455,,1,1,1.87,2.63
2025-12-22,1942,関電工,5006.9,4856.7,4806.0,4563.8,746600,688545.0,1.08,4993.0,-0.276,0.119,0.059,-0.099,0,0,0,0,0.42,4.47,0.46,62.9,,206.6,5009.8,5065.1,4981.2,5065.1,-41.5,False,False,True,True,False,False,False,1,7,0,,-0.276,-0.158,-0.099,-0.296,-0.395,0,-0.493,,1,1,0.848,1.105
